country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,oil_prod,uranium,reactor
the Antilles,Chris F.,,7k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 50 hours ago,rankings.php?subregion=car,,5 Hundred Tons per month,$1263 million,,Caribbean,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=car,16172 km 2,http://blocgame.com/stats.php?id=61529,,3 Mbbl per month,,
Sea13,Seaman,,7k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 124 hours ago,rankings.php?subregion=pac,,5 Hundred Tons per month,$1263 million,,Pacific Rim,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=pac,7801 km 2,http://blocgame.com/stats.php?id=62117,,4 Mbbl per month,,
Istaq,Ahmaddidat,http://blocgame.com/alliancestats.php?allianceid=1931,3k active personnel,0 ships,Finest of the 19th century,Questionable,1 factory,Undisciplined Rabble,last online 151 hours ago,rankings.php?subregion=mes,Idiots!,2 Hundred Tons per month,$1262 million,alliancestats.php?allianceid=1931,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,7785 km 2,http://blocgame.com/stats.php?id=61010,2378 Mbbl,16 Mbbl per month,,
ReimuIsMyWaifu,rectalopossum,http://blocgame.com/alliancestats.php?allianceid=1393,39k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 66 hours ago,rankings.php?subregion=ara,BAMF,2 Hundred Tons per month,$1255 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ara,27288 km 2,http://blocgame.com/stats.php?id=61686,2281 Mbbl,28 Mbbl per month,,
Gerria,Gogo1100,http://blocgame.com/alliancestats.php?allianceid=1595,36k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 26 hours ago,rankings.php?subregion=pac,The High Council,5 Hundred Tons per month,$1249 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Small,http://blocgame.com/rankings.php?subregion=pac,20295 km 2,http://blocgame.com/stats.php?id=62251,,5 Mbbl per month,,
Dogenation,dodgingdoge,http://blocgame.com/alliancestats.php?allianceid=1595,8k active personnel,3 ships,Second World War surplus,Normal,2 factories,Standard,last online 9 hours ago,rankings.php?subregion=per,The High Council,4 Hundred Tons per month,$1242 million,alliancestats.php?allianceid=1595,Persia,Untapped,Small,http://blocgame.com/rankings.php?subregion=per,3646 km 2,http://blocgame.com/stats.php?id=59174,,4 Mbbl per month,,
Uzbekistanstan,Shaikh Zayer,http://blocgame.com/alliancestats.php?allianceid=1393,49k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 1 hours ago,rankings.php?subregion=congo,BAMF,24 Hundred Tons per month,$1233 million,alliancestats.php?allianceid=1393,Congo,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=congo,33430 km 2,http://blocgame.com/stats.php?id=47207,,8 Mbbl per month,,
qaiserazalea,mr.elz,http://blocgame.com/alliancestats.php?allianceid=1899,50k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Poor,last online 57 hours ago,rankings.php?subregion=pac,Aseang MMP,3 Hundred Tons per month,$1229 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61763,100 Mbbl,4 Mbbl per month,1 Tons,
Gobi,Saint Gobi,http://blocgame.com/alliancestats.php?allianceid=1899,61k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,online now,rankings.php?subregion=ind,Aseang MMP,16 Hundred Tons per month,$1227 million,alliancestats.php?allianceid=1899,East Indies,,Mediocre,http://blocgame.com/rankings.php?subregion=ind,28052 km 2,http://blocgame.com/stats.php?id=61919,,12 Mbbl per month,,
Capital letter,aidilomar,http://blocgame.com/alliancestats.php?allianceid=1899,38k active personnel,0 ships,Second World War surplus,Nice,2 factories,Good,last online 6 hours ago,rankings.php?subregion=pac,Aseang MMP,6 Hundred Tons per month,$1220 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=pac,23528 km 2,http://blocgame.com/stats.php?id=61795,,6 Mbbl per month,,
The Leaf,DonaldTremp,http://blocgame.com/alliancestats.php?allianceid=1595,2k active personnel,1 ships,First World War surplus,Questionable,2 factories,Standard,last online 9 hours ago,rankings.php?subregion=ara,The High Council,3 Hundred Tons per month,$1216 million,alliancestats.php?allianceid=1595,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,4407 km 2,http://blocgame.com/stats.php?id=59290,,4 Mbbl per month,,
alisterors,jhon543,,25k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 20 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,$1208 million,,Atlas,,None,http://blocgame.com/rankings.php?subregion=atl,13404 km 2,http://blocgame.com/stats.php?id=61063,,,,
Jeoson Korea,Jwong-wal il,http://blocgame.com/alliancestats.php?allianceid=1595,18k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 1 hours ago,rankings.php?subregion=chi,The High Council,4 Hundred Tons per month,$1204 million,alliancestats.php?allianceid=1595,China,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=chi,19700 km 2,http://blocgame.com/stats.php?id=61438,,4 Mbbl per month,,
Titiwangsa,Orga,http://blocgame.com/alliancestats.php?allianceid=1899,2k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 16 hours ago,rankings.php?subregion=ind,Aseang MMP,4 Hundred Tons per month,$1201 million,alliancestats.php?allianceid=1899,East Indies,Depleted,Small,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61596,,4 Mbbl per month,,
KaleCepo,sultan lee,http://blocgame.com/alliancestats.php?allianceid=1899,8k active personnel,27 ships,Persian Gulf War surplus,Normal,11 factories,Elite,last online 3 hours ago,rankings.php?subregion=ind,Aseang MMP,90 Hundred Tons per month,$1199 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,45947 km 2,http://blocgame.com/stats.php?id=60711,,5 Mbbl per month,,
Brickfields,bangunawalelaktol,http://blocgame.com/alliancestats.php?allianceid=1899,74k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 67 hours ago,rankings.php?subregion=ind,Aseang MMP,14 Hundred Tons per month,$1199 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,20200 km 2,http://blocgame.com/stats.php?id=61682,44 Mbbl,11 Mbbl per month,,
Bakar al assad,Abu Bakar,,28k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Undisciplined Rabble,last online 5 hours ago,rankings.php?subregion=ara,,11 Hundred Tons per month,$1181 million,,Arabia,,Large,http://blocgame.com/rankings.php?subregion=ara,39707 km 2,http://blocgame.com/stats.php?id=61270,3126 Mbbl,51 Mbbl per month,,
killing56465,skatmas,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 20 hours ago,rankings.php?subregion=eaf,,2 Hundred Tons per month,$1180 million,,East Africa,,None,http://blocgame.com/rankings.php?subregion=eaf,9267 km 2,http://blocgame.com/stats.php?id=61076,,,,
saiya,saiya,http://blocgame.com/alliancestats.php?allianceid=1595,33k active personnel,3 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 12 hours ago,rankings.php?subregion=ara,The High Council,21 Hundred Tons per month,$1178 million,alliancestats.php?allianceid=1595,Arabia,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=ara,30420 km 2,http://blocgame.com/stats.php?id=61785,10864 Mbbl,18 Mbbl per month,,
Vader,Lord Vader,,5k active personnel,0 ships,First World War surplus,Good,1 factory,Standard,last online 136 hours ago,rankings.php?subregion=ind,,5 Hundred Tons per month,$1174 million,,East Indies,Untapped,Small,http://blocgame.com/rankings.php?subregion=ind,11231 km 2,http://blocgame.com/stats.php?id=61885,,4 Mbbl per month,,
Kārkov,Altwerk Vyner,http://blocgame.com/alliancestats.php?allianceid=1899,85k active personnel,4 ships,First World War surplus,Nice,3 factories,Good,last online 1 hours ago,rankings.php?subregion=ind,Aseang MMP,13 Hundred Tons per month,$1166 million,alliancestats.php?allianceid=1899,East Indies,,Large,http://blocgame.com/rankings.php?subregion=ind,31333 km 2,http://blocgame.com/stats.php?id=61813,,12 Mbbl per month,,
samsayum,kadetdeen86,http://blocgame.com/alliancestats.php?allianceid=1899,76k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 9 hours ago,rankings.php?subregion=ind,Aseang MMP,15 Hundred Tons per month,$1165 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,20755 km 2,http://blocgame.com/stats.php?id=61924,,13 Mbbl per month,,
guadalajara,adeooo45,,41k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,rankings.php?subregion=mes,,4 Hundred Tons per month,$1163 million,,Mesopotamia,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=mes,17883 km 2,http://blocgame.com/stats.php?id=59324,,2 Mbbl per month,,
Ausmasia,Harzan15,,52k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,rankings.php?subregion=sea,,8 Hundred Tons per month,$1161 million,,Indochina,,Mediocre,http://blocgame.com/rankings.php?subregion=sea,16253 km 2,http://blocgame.com/stats.php?id=61817,,6 Mbbl per month,,
Gangga Negara,mnsafuan,http://blocgame.com/alliancestats.php?allianceid=1899,85k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 14 hours ago,rankings.php?subregion=ind,Aseang MMP,4 Hundred Tons per month,$1144 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,16500 km 2,http://blocgame.com/stats.php?id=60520,,3 Mbbl per month,,
cwikyssia,thatguy,http://blocgame.com/alliancestats.php?allianceid=1933,4k active personnel,0 ships,Second World War surplus,Normal,None,Undisciplined Rabble,last online 73 hours ago,rankings.php?subregion=chi,democracy,3 Hundred Tons per month,$1136 million,alliancestats.php?allianceid=1933,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,8300 km 2,http://blocgame.com/stats.php?id=60999,,4 Mbbl per month,,
Parnasus,thesageape,http://blocgame.com/alliancestats.php?allianceid=1595,30k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 15 hours ago,rankings.php?subregion=mes,The High Council,14 Hundred Tons per month,$1132 million,alliancestats.php?allianceid=1595,Mesopotamia,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=mes,15850 km 2,http://blocgame.com/stats.php?id=62232,1906 Mbbl,17 Mbbl per month,,
Borneon,orangsigat,http://blocgame.com/alliancestats.php?allianceid=1899,140k active personnel,1 ships,Second World War surplus,Nice,3 factories,Standard,online now,rankings.php?subregion=pac,Aseang MMP,18 Hundred Tons per month,$1125 million,alliancestats.php?allianceid=1899,Pacific Rim,,Somewhat Large,http://blocgame.com/rankings.php?subregion=pac,23584 km 2,http://blocgame.com/stats.php?id=61947,295 Mbbl,16 Mbbl per month,,
Costa Dorada,Rigoberto Garc�a,,32k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,$1125 million,,Caribbean,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=car,24638 km 2,http://blocgame.com/stats.php?id=62006,426 Mbbl,2 Mbbl per month,1 Tons,
Lempo danea,Heri kiswanto,http://blocgame.com/alliancestats.php?allianceid=1595,36k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 10 hours ago,rankings.php?subregion=sea,The High Council,6 Hundred Tons per month,$1120 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=sea,19963 km 2,http://blocgame.com/stats.php?id=61893,,6 Mbbl per month,1 Tons,
Servantes,Bond,,8k active personnel,0 ships,Second World War surplus,Good,1 factory,Elite,last online 94 hours ago,rankings.php?subregion=ind,,5 Hundred Tons per month,$1116 million,,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,13477 km 2,http://blocgame.com/stats.php?id=61767,,4 Mbbl per month,,
johoreansouth,afiqaffendy615,http://blocgame.com/alliancestats.php?allianceid=1899,69k active personnel,3 ships,Second World War surplus,Isolated,3 factories,Elite,last online 9 hours ago,rankings.php?subregion=sub,Aseang MMP,22 Hundred Tons per month,$1115 million,alliancestats.php?allianceid=1899,The Subcontinent,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=sub,29440 km 2,http://blocgame.com/stats.php?id=61895,233 Mbbl,17 Mbbl per month,,
Lang buana,Lt.tycoono,,45k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 18 hours ago,rankings.php?subregion=ind,,8 Hundred Tons per month,$1109 million,,East Indies,,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,11686 km 2,http://blocgame.com/stats.php?id=61336,,8 Mbbl per month,,
Dewia,likeakarp,http://blocgame.com/alliancestats.php?allianceid=1850,14k active personnel,0 ships,First World War surplus,Normal,2 factories,Standard,online now,rankings.php?subregion=egy,FFPAW,7 Hundred Tons per month,$1104 million,alliancestats.php?allianceid=1850,Egypt,,None,http://blocgame.com/rankings.php?subregion=egy,7571 km 2,http://blocgame.com/stats.php?id=59562,,9 Mbbl per month,,
Batu putih,Harzan,http://blocgame.com/alliancestats.php?allianceid=1975,39k active personnel,3 ships,Second World War surplus,Angelic,2 factories,Good,last online 8 hours ago,rankings.php?subregion=ind,Ayam hutan,9 Hundred Tons per month,$1100 million,alliancestats.php?allianceid=1975,East Indies,Near Depletion,Small,http://blocgame.com/rankings.php?subregion=ind,11529 km 2,http://blocgame.com/stats.php?id=61926,,8 Mbbl per month,,
GayRights,CrazyFrog,,24k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,online now,rankings.php?subregion=ara,,2 Hundred Tons per month,$1099 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,9455 km 2,http://blocgame.com/stats.php?id=62099,,4 Mbbl per month,,
National_East,RulerBill,,18k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Standard,last online 29 hours ago,rankings.php?subregion=mex,,3 Hundred Tons per month,$1098 million,,Mesoamerica,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=61888,213 Mbbl,1 Mbbl per month,,
Idiocracy,Chillintelligence,http://blocgame.com/alliancestats.php?allianceid=1644,344k active personnel,51 ships,Advanced,Normal,19 factories,Elite,online now,rankings.php?subregion=mes,Inter/pol/,100 Hundred Tons per month,$1091 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,149261 km 2,http://blocgame.com/stats.php?id=49383,3422 Mbbl,151 Mbbl per month,1 Tons,
Zeon Alliance,Char Aznable,http://blocgame.com/alliancestats.php?allianceid=1595,97k active personnel,12 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 16 hours ago,rankings.php?subregion=pac,The High Council,7 Hundred Tons per month,$1090 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=pac,24287 km 2,http://blocgame.com/stats.php?id=62248,,8 Mbbl per month,1 Tons,
Barx,xkingbarx,http://blocgame.com/alliancestats.php?allianceid=1899,103k active personnel,4 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 14 hours ago,rankings.php?subregion=ara,Aseang MMP,15 Hundred Tons per month,$1082 million,alliancestats.php?allianceid=1899,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,19003 km 2,http://blocgame.com/stats.php?id=60420,,15 Mbbl per month,,
Endau,Syazwanjalil,http://blocgame.com/alliancestats.php?allianceid=1899,75k active personnel,3 ships,Second World War surplus,Nice,3 factories,Standard,last online 1 hours ago,rankings.php?subregion=ind,Aseang MMP,18 Hundred Tons per month,$1081 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61932,,11 Mbbl per month,,
Alorian,Azril91,,40k active personnel,2 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 9 hours ago,rankings.php?subregion=pac,,16 Hundred Tons per month,$1070 million,,Pacific Rim,Near Depletion,Small,http://blocgame.com/rankings.php?subregion=pac,13260 km 2,http://blocgame.com/stats.php?id=61749,,11 Mbbl per month,,
Ficasso,FAIBLO,http://blocgame.com/alliancestats.php?allianceid=1899,91k active personnel,2 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 62 hours ago,rankings.php?subregion=per,Aseang MMP,7 Hundred Tons per month,$1049 million,alliancestats.php?allianceid=1899,Persia,Untapped,Large,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=61752,,10 Mbbl per month,,
Ashoqa,Asoka,http://blocgame.com/alliancestats.php?allianceid=1580,41k active personnel,0 ships,Second World War surplus,Good,2 factories,Elite,last online 3 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,22 Hundred Tons per month,$1046 million,alliancestats.php?allianceid=1580,Mesopotamia,Depleted,Meagre,http://blocgame.com/rankings.php?subregion=mes,28722 km 2,http://blocgame.com/stats.php?id=61653,3916 Mbbl,27 Mbbl per month,,
Lahanation,Sahanation,,7k active personnel,0 ships,First World War surplus,Good,1 factory,Undisciplined Rabble,last online 20 hours ago,rankings.php?subregion=ind,,6 Hundred Tons per month,$1042 million,,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,3795 km 2,http://blocgame.com/stats.php?id=60391,,7 Mbbl per month,,
Jam & Slam,CharlieBarkley,http://blocgame.com/alliancestats.php?allianceid=1595,154k active personnel,7 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 79 hours ago,rankings.php?subregion=ara,The High Council,12 Hundred Tons per month,$1036 million,alliancestats.php?allianceid=1595,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,33484 km 2,http://blocgame.com/stats.php?id=60942,,50 Mbbl per month,,
NousAllons,SolomonSpade,http://blocgame.com/alliancestats.php?allianceid=1644,17k active personnel,5 ships,Korean War surplus,Normal,4 factories,Undisciplined Rabble,last online 126 hours ago,rankings.php?subregion=mes,Inter/pol/,4 Hundred Tons per month,$1034 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,18756 km 2,http://blocgame.com/stats.php?id=58836,,36 Mbbl per month,,
bonval,ninthtestiamteca,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 166 hours ago,rankings.php?subregion=waf,,2 Hundred Tons per month,$1034 million,,West Africa,Plentiful,None,http://blocgame.com/rankings.php?subregion=waf,11345 km 2,http://blocgame.com/stats.php?id=61080,,,,
Tok Jembal,Lady H,http://blocgame.com/alliancestats.php?allianceid=1595,30k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 7 hours ago,rankings.php?subregion=ara,The High Council,15 Hundred Tons per month,$1030 million,alliancestats.php?allianceid=1595,Arabia,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,18961 km 2,http://blocgame.com/stats.php?id=60840,,18 Mbbl per month,,
Dromund Kaas,Arkahm,,17k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 9 hours ago,rankings.php?subregion=congo,,5 Hundred Tons per month,$1027 million,,Congo,Near Depletion,None,http://blocgame.com/rankings.php?subregion=congo,16335 km 2,http://blocgame.com/stats.php?id=62191,,2 Mbbl per month,,
Occasus Portus,Querelas,http://blocgame.com/alliancestats.php?allianceid=1580,1k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Standard,last online 124 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,11 Hundred Tons per month,$1025 million,alliancestats.php?allianceid=1580,Mesopotamia,Near Depletion,Meagre,http://blocgame.com/rankings.php?subregion=mes,24378 km 2,http://blocgame.com/stats.php?id=51004,3823 Mbbl,9 Mbbl per month,,
TeraDeenz,fzdeenz86,,3k active personnel,0 ships,Second World War surplus,Pariah,1 factory,Elite,last online 9 hours ago,rankings.php?subregion=sea,,11 Hundred Tons per month,$1019 million,,Indochina,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=sea,15417 km 2,http://blocgame.com/stats.php?id=61917,,10 Mbbl per month,,
KhazarBank,MoneyBags,http://blocgame.com/alliancestats.php?allianceid=1986,58k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 4 hours ago,rankings.php?subregion=sub,League of Christ,8 Hundred Tons per month,$1017 million,alliancestats.php?allianceid=1986,The Subcontinent,Untapped,Small,http://blocgame.com/rankings.php?subregion=sub,25626 km 2,http://blocgame.com/stats.php?id=62181,233 Mbbl,5 Mbbl per month,,
Hephaestus,Saints,http://blocgame.com/alliancestats.php?allianceid=1393,73k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Good,online now,rankings.php?subregion=gui,BAMF,8 Hundred Tons per month,$1011 million,alliancestats.php?allianceid=1393,Guinea,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=gui,17940 km 2,http://blocgame.com/stats.php?id=60310,,3 Mbbl per month,,
SlaveInABox,Durandal,http://blocgame.com/alliancestats.php?allianceid=1996,42k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Undisciplined Rabble,last online 66 hours ago,rankings.php?subregion=congo,States of Obongo,30 Hundred Tons per month,$1006 million,alliancestats.php?allianceid=1996,Congo,,None,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=62269,171 Mbbl,4 Mbbl per month,,
NationalFreedom,Muhammad Ali,http://blocgame.com/alliancestats.php?allianceid=1568,26k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,online now,rankings.php?subregion=mes,Brotherhood of Zion,2 Hundred Tons per month,$993 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=62085,,,,
#buat2kerja,karam71,,5k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 83 hours ago,rankings.php?subregion=ind,,5 Hundred Tons per month,$989 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,16172 km 2,http://blocgame.com/stats.php?id=61937,141 Mbbl,4 Mbbl per month,,
methamphetamine,UDIN88,,17k active personnel,1 ships,Second World War surplus,Pariah,3 factories,Elite,last online 7 hours ago,rankings.php?subregion=ind,,13 Hundred Tons per month,$987 million,,East Indies,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=ind,16429 km 2,http://blocgame.com/stats.php?id=61702,220 Mbbl,15 Mbbl per month,,
malthias,mikkoku,,5k active personnel,0 ships,First World War surplus,Questionable,1 factory,Standard,last online 32 hours ago,rankings.php?subregion=pac,,5 Hundred Tons per month,$981 million,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,3014 km 2,http://blocgame.com/stats.php?id=59201,,5 Mbbl per month,,
Gupgog,Lord Gog,,5k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 100 hours ago,rankings.php?subregion=sea,,6 Hundred Tons per month,$971 million,,Indochina,,None,http://blocgame.com/rankings.php?subregion=sea,13717 km 2,http://blocgame.com/stats.php?id=62146,414 Mbbl,4 Mbbl per month,,
sophisticates,murtazatahir,,6k active personnel,0 ships,Second World War surplus,Good,None,Elite,last online 127 hours ago,rankings.php?subregion=sub,,3 Hundred Tons per month,$970 million,,The Subcontinent,Untapped,Small,http://blocgame.com/rankings.php?subregion=sub,9550 km 2,http://blocgame.com/stats.php?id=61182,,,,
UNIland,Anna5,,12k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,rankings.php?subregion=per,,2 Hundred Tons per month,$964 million,,Persia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=per,13714 km 2,http://blocgame.com/stats.php?id=62192,,1 Mbbl per month,,
AfganiBoy,CrazyDima,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,rankings.php?subregion=mes,,3 Hundred Tons per month,$955 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,9455 km 2,http://blocgame.com/stats.php?id=62098,,3 Mbbl per month,,
arr lmao,piratepenis,http://blocgame.com/alliancestats.php?allianceid=1595,53k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 66 hours ago,rankings.php?subregion=car,The High Council,24 Hundred Tons per month,$954 million,alliancestats.php?allianceid=1595,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16667 km 2,http://blocgame.com/stats.php?id=61839,340 Mbbl,2 Mbbl per month,,
Novabona,Mark H. Aurelius,http://blocgame.com/alliancestats.php?allianceid=1595,40k active personnel,0 ships,First World War surplus,Good,1 factory,Standard,last online 37 hours ago,rankings.php?subregion=con,The High Council,12 Hundred Tons per month,$954 million,alliancestats.php?allianceid=1595,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=62263,,4 Mbbl per month,,
Trartana,Alan Ferraro,,4k active personnel,0 ships,First World War surplus,Isolated,1 factory,Undisciplined Rabble,last online 1 hours ago,rankings.php?subregion=ara,,3 Hundred Tons per month,$953 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,9083 km 2,http://blocgame.com/stats.php?id=61679,1813 Mbbl,2 Mbbl per month,,
Alohaha,Jakeirt,,8k active personnel,0 ships,First World War surplus,Nice,None,Undisciplined Rabble,last online 4 hours ago,rankings.php?subregion=congo,,5 Hundred Tons per month,$952 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,6371 km 2,http://blocgame.com/stats.php?id=57669,,8 Mbbl per month,,
Nsntra,Ahmad Maselan,http://blocgame.com/alliancestats.php?allianceid=1977,8k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 73 hours ago,rankings.php?subregion=pac,Ahlaken,5 Hundred Tons per month,$948 million,alliancestats.php?allianceid=1977,Pacific Rim,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=pac,16172 km 2,http://blocgame.com/stats.php?id=61896,,3 Mbbl per month,,
Tendong,kijang,,17k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 13 hours ago,rankings.php?subregion=pac,,8 Hundred Tons per month,$944 million,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,11120 km 2,http://blocgame.com/stats.php?id=62178,,4 Mbbl per month,,
Cazadoria,JoshGraham,http://blocgame.com/alliancestats.php?allianceid=2015,31k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Elite,online now,rankings.php?subregion=sea,Hyper Autism,3 Hundred Tons per month,$943 million,alliancestats.php?allianceid=2015,Indochina,Untapped,Small,http://blocgame.com/rankings.php?subregion=sea,16335 km 2,http://blocgame.com/stats.php?id=40810,115 Mbbl,2 Mbbl per month,,
