country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,uranium,oil_reserves,reactor
Malaya Empire,EmperorAiman,http://blocgame.com/alliancestats.php?allianceid=1899,25k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 11 hours ago,rankings.php?subregion=ind,ASEANG,$2352 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60499,,,
Amazona,KarloSpa,http://blocgame.com/alliancestats.php?allianceid=1835,7k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 96 hours ago,rankings.php?subregion=ama,SPQR,$2351 million,alliancestats.php?allianceid=1835,Amazonia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ama,21762 km 2,http://blocgame.com/stats.php?id=59861,,,
Kongasi,Din Diallo,http://blocgame.com/alliancestats.php?allianceid=1580,23k active personnel,3 ships,Second World War surplus,Angelic,2 factories,Elite,last online 83 hours ago,rankings.php?subregion=congo,Brotherhood of Nod,$2330 million,alliancestats.php?allianceid=1580,Congo,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=congo,11776 km 2,http://blocgame.com/stats.php?id=58832,,,
Sloth,Speedwardo,http://blocgame.com/alliancestats.php?allianceid=1576,6k active personnel,5 ships,Korean War surplus,Questionable,3 factories,Poor,last online 119 hours ago,rankings.php?subregion=eaf,The Last Phoenix,$2270 million,alliancestats.php?allianceid=1576,East Africa,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=eaf,5275 km 2,http://blocgame.com/stats.php?id=56328,,,
Russophia,Mikhail Putin,http://blocgame.com/alliancestats.php?allianceid=1568,4k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Elite,online now,rankings.php?subregion=ara,Brotherhood of Zion,$2235 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,627 km 2,http://blocgame.com/stats.php?id=54426,,13120 Mbbl,
Cecoe,JamesK,,4k active personnel,0 ships,Second World War surplus,Questionable,None,Standard,last online 173 hours ago,rankings.php?subregion=con,,$2249 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,3545 km 2,http://blocgame.com/stats.php?id=57441,,,
Tanus,Hoovytaurus,http://blocgame.com/alliancestats.php?allianceid=1568,71k active personnel,0 ships,Second World War surplus,Nice,4 factories,Elite,online now,rankings.php?subregion=car,Brotherhood of Zion,$2299 million,alliancestats.php?allianceid=1568,Caribbean,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=car,36928 km 2,http://blocgame.com/stats.php?id=61059,,250 Mbbl,
Sana,twiceleader,http://blocgame.com/alliancestats.php?allianceid=1393,66k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 22 hours ago,rankings.php?subregion=chi,BAMF,$2277 million,alliancestats.php?allianceid=1393,China,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=chi,15692 km 2,http://blocgame.com/stats.php?id=60262,1 Tons,,
Grathalandia,GoodGuy447,,4k active personnel,0 ships,First World War surplus,Questionable,1 factory,Poor,last online 177 hours ago,rankings.php?subregion=per,,$2231 million,,Persia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=per,11009 km 2,http://blocgame.com/stats.php?id=60131,,1424 Mbbl,
ECPF,Schaapjoch,http://blocgame.com/alliancestats.php?allianceid=1595,67k active personnel,6 ships,Second World War surplus,Good,4 factories,Good,last online 20 hours ago,rankings.php?subregion=eaf,The High Council,$2280 million,alliancestats.php?allianceid=1595,East Africa,,Large,http://blocgame.com/rankings.php?subregion=eaf,20341 km 2,http://blocgame.com/stats.php?id=60194,,250 Mbbl,
Malayland,saddamhusain,http://blocgame.com/alliancestats.php?allianceid=1899,22k active personnel,1 ships,Second World War surplus,Angelic,2 factories,Elite,last online 18 hours ago,rankings.php?subregion=ind,ASEANG,$2250 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,23571 km 2,http://blocgame.com/stats.php?id=60594,,734 Mbbl,
Akhlaken,GaGaK,http://blocgame.com/alliancestats.php?allianceid=1899,45k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Good,online now,rankings.php?subregion=ind,ASEANG,$2237 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,20803 km 2,http://blocgame.com/stats.php?id=60346,,,
Irillym,Vrhythmikz,http://blocgame.com/alliancestats.php?allianceid=1889,27k active personnel,2 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 30 hours ago,rankings.php?subregion=per,DOOP,$2206 million,alliancestats.php?allianceid=1889,Persia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=per,17205 km 2,http://blocgame.com/stats.php?id=60133,,,
Kumpa,roaraxes,http://blocgame.com/alliancestats.php?allianceid=1835,33k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Poor,last online 76 hours ago,rankings.php?subregion=sea,SPQR,$2227 million,alliancestats.php?allianceid=1835,Indochina,Untapped,Large,http://blocgame.com/rankings.php?subregion=sea,25877 km 2,http://blocgame.com/stats.php?id=60792,,206 Mbbl,
U.S.S.P.R,Commissar_Potato,http://blocgame.com/alliancestats.php?allianceid=1393,63k active personnel,2 ships,Second World War surplus,Nice,3 factories,Undisciplined Rabble,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$2179 million,alliancestats.php?allianceid=1393,Pacific Rim,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=pac,29241 km 2,http://blocgame.com/stats.php?id=60172,,,
Nuketown,Blobby78,http://blocgame.com/alliancestats.php?allianceid=1595,43k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Elite,online now,rankings.php?subregion=egy,The High Council,$2211 million,alliancestats.php?allianceid=1595,Egypt,Near Depletion,Powerful,http://blocgame.com/rankings.php?subregion=egy,12906 km 2,http://blocgame.com/stats.php?id=59614,,5437 Mbbl,
Kanto,savage,http://blocgame.com/alliancestats.php?allianceid=1393,88k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 11 hours ago,rankings.php?subregion=sea,BAMF,$2142 million,alliancestats.php?allianceid=1393,Indochina,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=sea,19707 km 2,http://blocgame.com/stats.php?id=46050,,,
Magna Bonom,Krull,http://blocgame.com/alliancestats.php?allianceid=1580,158k active personnel,20 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 6 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,$2153 million,alliancestats.php?allianceid=1580,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,43027 km 2,http://blocgame.com/stats.php?id=59435,,5537 Mbbl,
RATHKEALE,Rathkeale,,9k active personnel,1 ships,Korean War surplus,Gandhi-like,None,Elite,last online 40 hours ago,rankings.php?subregion=mes,,$2179 million,,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,553 km 2,http://blocgame.com/stats.php?id=55636,1 Tons,2412 Mbbl,
Infernistan,Inferno JR,http://blocgame.com/alliancestats.php?allianceid=1932,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 18 hours ago,rankings.php?subregion=egy,African Socialism,$2176 million,alliancestats.php?allianceid=1932,Egypt,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=egy,22685 km 2,http://blocgame.com/stats.php?id=60304,,1380 Mbbl,
West Congo,Warlord Hito,http://blocgame.com/alliancestats.php?allianceid=1761,3k active personnel,0 ships,First World War surplus,Angelic,1 factory,Undisciplined Rabble,last online 101 hours ago,rankings.php?subregion=waf,Eastern Bloc,$2124 million,alliancestats.php?allianceid=1761,West Africa,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=waf,6435 km 2,http://blocgame.com/stats.php?id=57548,,,
kasturi,mt.lekiu,http://blocgame.com/alliancestats.php?allianceid=1899,20k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 10 hours ago,rankings.php?subregion=ind,ASEANG,$2153 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,16439 km 2,http://blocgame.com/stats.php?id=60887,,279 Mbbl,
RiveraZ,Tuan Muda RayyaN,http://blocgame.com/alliancestats.php?allianceid=1899,16k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 146 hours ago,rankings.php?subregion=ind,ASEANG,$2152 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20200 km 2,http://blocgame.com/stats.php?id=60849,,,
Mother America,Benners88,http://blocgame.com/alliancestats.php?allianceid=1595,31k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 50 hours ago,rankings.php?subregion=car,The High Council,$2135 million,alliancestats.php?allianceid=1595,Caribbean,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=60243,,137 Mbbl,
Fliyt-Plann,See-Ay Yeeh,http://blocgame.com/alliancestats.php?allianceid=1599,23k active personnel,5 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 19 hours ago,rankings.php?subregion=gui,Wreckage brothers,$2136 million,alliancestats.php?allianceid=1599,Guinea,Untapped,Large,http://blocgame.com/rankings.php?subregion=gui,20000 km 2,http://blocgame.com/stats.php?id=60953,,,
Suntat,lordhackers,http://blocgame.com/alliancestats.php?allianceid=1418,0k active personnel,0 ships,Second World War surplus,Nice,2 factories,Elite,last online 3 hours ago,rankings.php?subregion=sea,Asian Alliance,$2074 million,alliancestats.php?allianceid=1418,Indochina,Near Depletion,None,http://blocgame.com/rankings.php?subregion=sea,13766 km 2,http://blocgame.com/stats.php?id=60546,,,
Kesatuan lipan,Lipantidur,http://blocgame.com/alliancestats.php?allianceid=1899,49k active personnel,0 ships,First World War surplus,Gandhi-like,3 factories,Good,last online 2 hours ago,rankings.php?subregion=ind,ASEANG,$2108 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,23080 km 2,http://blocgame.com/stats.php?id=60459,,,
Malayo,Syafiq_mohd,http://blocgame.com/alliancestats.php?allianceid=1899,55k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 19 hours ago,rankings.php?subregion=ind,ASEANG,$2093 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,24035 km 2,http://blocgame.com/stats.php?id=60631,,192 Mbbl,
Markoviakia,Luako,http://blocgame.com/alliancestats.php?allianceid=1393,3k active personnel,0 ships,Korean War surplus,Good,1 factory,Undisciplined Rabble,last online 24 hours ago,rankings.php?subregion=waf,BAMF,$2031 million,alliancestats.php?allianceid=1393,West Africa,,None,http://blocgame.com/rankings.php?subregion=waf,5310 km 2,http://blocgame.com/stats.php?id=57239,,,
FaREiQ,fareiq,http://blocgame.com/alliancestats.php?allianceid=1899,46k active personnel,0 ships,First World War surplus,Isolated,4 factories,Standard,last online 6 hours ago,rankings.php?subregion=ind,ASEANG,$2059 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,28221 km 2,http://blocgame.com/stats.php?id=60369,,,
bakhang,cukobi,http://blocgame.com/alliancestats.php?allianceid=1899,55k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Good,online now,rankings.php?subregion=ind,ASEANG,$2062 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60485,,,
Banecat nation,Banecat,http://blocgame.com/alliancestats.php?allianceid=1644,79k active personnel,3 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 60 hours ago,rankings.php?subregion=waf,Inter/pol/,$2061 million,alliancestats.php?allianceid=1644,West Africa,Untapped,Large,http://blocgame.com/rankings.php?subregion=waf,22722 km 2,http://blocgame.com/stats.php?id=60248,,231 Mbbl,
Guild,The Journeyman,http://blocgame.com/alliancestats.php?allianceid=1616,4k active personnel,0 ships,Korean War surplus,Good,3 factories,Standard,last online 60 hours ago,rankings.php?subregion=mes,None,$2020 million,alliancestats.php?allianceid=1616,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,7175 km 2,http://blocgame.com/stats.php?id=56325,,,
The Jar,Mr.Pickles,http://blocgame.com/alliancestats.php?allianceid=1382,60k active personnel,0 ships,Second World War surplus,Isolated,2 factories,Elite,last online 11 hours ago,rankings.php?subregion=gui,Non-Aligned Movement,$2046 million,alliancestats.php?allianceid=1382,Guinea,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=gui,23209 km 2,http://blocgame.com/stats.php?id=60355,,2185 Mbbl,
Spartan lsnd,Josepgreen,,13k active personnel,3 ships,Second World War surplus,Good,3 factories,Elite,last online 12 hours ago,rankings.php?subregion=atl,,$2031 million,,Atlas,,Small,http://blocgame.com/rankings.php?subregion=atl,13687 km 2,http://blocgame.com/stats.php?id=59652,,4380 Mbbl,
Mortar Head,Caffan,http://blocgame.com/alliancestats.php?allianceid=1899,37k active personnel,0 ships,Second World War surplus,Good,2 factories,Elite,last online 4 hours ago,rankings.php?subregion=pac,ASEANG,$2060 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Small,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=60583,,71 Mbbl,
mamadom,g0rilla,http://blocgame.com/alliancestats.php?allianceid=1899,84k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 6 hours ago,rankings.php?subregion=ind,ASEANG,$2016 million,alliancestats.php?allianceid=1899,East Indies,,Mediocre,http://blocgame.com/rankings.php?subregion=ind,20229 km 2,http://blocgame.com/stats.php?id=60522,,,5%
Giant Mechs,OiledDNA,http://blocgame.com/alliancestats.php?allianceid=1418,43k active personnel,0 ships,Second World War surplus,Angelic,2 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,Asian Alliance,$2038 million,alliancestats.php?allianceid=1418,Pacific Rim,Untapped,Small,http://blocgame.com/rankings.php?subregion=pac,22755 km 2,http://blocgame.com/stats.php?id=60735,,545 Mbbl,
Memnon,EosDawn,http://blocgame.com/alliancestats.php?allianceid=1402,10k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 15 hours ago,rankings.php?subregion=per,,$2038 million,alliancestats.php?allianceid=1402,Persia,Untapped,Small,http://blocgame.com/rankings.php?subregion=per,13343 km 2,http://blocgame.com/stats.php?id=50503,,3587 Mbbl,
NONG\\\'S,emjayking,http://blocgame.com/alliancestats.php?allianceid=1595,24k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 80 hours ago,rankings.php?subregion=ama,The High Council,$2008 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ama,19800 km 2,http://blocgame.com/stats.php?id=60232,,,
KINGDOMTUM,RUBAH,http://blocgame.com/alliancestats.php?allianceid=1899,106k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 4 hours ago,rankings.php?subregion=ind,ASEANG,$1983 million,alliancestats.php?allianceid=1899,East Indies,Plentiful,Large,http://blocgame.com/rankings.php?subregion=ind,27431 km 2,http://blocgame.com/stats.php?id=60784,,229 Mbbl,
staminamina,nazayie,http://blocgame.com/alliancestats.php?allianceid=1899,0k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,rankings.php?subregion=ind,ASEANG,$2008 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=ind,19800 km 2,http://blocgame.com/stats.php?id=60523,,501 Mbbl,
Infebiousness,infebious,http://blocgame.com/alliancestats.php?allianceid=1906,99k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,rankings.php?subregion=saf,UIN,$1964 million,alliancestats.php?allianceid=1906,Southern Africa,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=saf,45723 km 2,http://blocgame.com/stats.php?id=40302,,,
Burma,Wyatt McCc,http://blocgame.com/alliancestats.php?allianceid=1401,60k active personnel,2 ships,Korean War surplus,Angelic,4 factories,Standard,last online 69 hours ago,rankings.php?subregion=ind,The Federal Colonies,$1917 million,alliancestats.php?allianceid=1401,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,20130 km 2,http://blocgame.com/stats.php?id=56151,,,
Halab,Maalik,http://blocgame.com/alliancestats.php?allianceid=1568,10k active personnel,1 ships,Korean War surplus,Normal,3 factories,Elite,last online 13 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$1618 million,alliancestats.php?allianceid=1568,Mesopotamia,,None,http://blocgame.com/rankings.php?subregion=mes,21790 km 2,http://blocgame.com/stats.php?id=56839,,,
Fastistan 2.0,St. Sanic,http://blocgame.com/alliancestats.php?allianceid=1568,158k active personnel,2 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 1 hours ago,rankings.php?subregion=gui,Brotherhood of Zion,$1916 million,alliancestats.php?allianceid=1568,Guinea,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gui,51122 km 2,http://blocgame.com/stats.php?id=59029,,6126 Mbbl,
Huangdi,Xian W�ng,,79k active personnel,0 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 19 hours ago,rankings.php?subregion=chi,,$1954 million,,China,Untapped,Small,http://blocgame.com/rankings.php?subregion=chi,13187 km 2,http://blocgame.com/stats.php?id=59776,,,
DeathGods,devin59320,http://blocgame.com/alliancestats.php?allianceid=1935,21k active personnel,0 ships,First World War surplus,Gandhi-like,3 factories,Elite,last online 24 hours ago,rankings.php?subregion=chi,O.P.E.N.,$1951 million,alliancestats.php?allianceid=1935,China,,Small,http://blocgame.com/rankings.php?subregion=chi,14619 km 2,http://blocgame.com/stats.php?id=60287,,,
PasirDuaButir,Col. von Strauffenberg,http://blocgame.com/alliancestats.php?allianceid=1899,75k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 1 hours ago,rankings.php?subregion=ind,ASEANG,$1945 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,16172 km 2,http://blocgame.com/stats.php?id=60754,,233 Mbbl,
Jambongan,Jambongan,http://blocgame.com/alliancestats.php?allianceid=1899,65k active personnel,0 ships,First World War surplus,Gandhi-like,3 factories,Poor,last online 17 hours ago,rankings.php?subregion=ind,ASEANG,$1951 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,23073 km 2,http://blocgame.com/stats.php?id=60807,,,
Kalathana,mdmie,http://blocgame.com/alliancestats.php?allianceid=1899,105k active personnel,7 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 6 hours ago,rankings.php?subregion=ind,ASEANG,$1926 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,21500 km 2,http://blocgame.com/stats.php?id=60514,,258 Mbbl,
Free Vietnam,dragonexis99,http://blocgame.com/alliancestats.php?allianceid=1401,53k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 62 hours ago,rankings.php?subregion=sea,The Federal Colonies,$1941 million,alliancestats.php?allianceid=1401,Indochina,Untapped,Small,http://blocgame.com/rankings.php?subregion=sea,25860 km 2,http://blocgame.com/stats.php?id=60426,,355 Mbbl,
FreeEastAfrica,Blanqui,http://blocgame.com/alliancestats.php?allianceid=1932,63k active personnel,5 ships,Korean War surplus,Gandhi-like,2 factories,Standard,last online 10 hours ago,rankings.php?subregion=eaf,African Socialism,$1925 million,alliancestats.php?allianceid=1932,East Africa,Untapped,Small,http://blocgame.com/rankings.php?subregion=eaf,23258 km 2,http://blocgame.com/stats.php?id=60412,,491 Mbbl,
malays only,amril3036,http://blocgame.com/alliancestats.php?allianceid=1899,58k active personnel,2 ships,First World War surplus,Angelic,2 factories,Standard,last online 17 hours ago,rankings.php?subregion=sea,ASEANG,$1923 million,alliancestats.php?allianceid=1899,Indochina,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=sea,18739 km 2,http://blocgame.com/stats.php?id=60591,,,
Golan,Golan,http://blocgame.com/alliancestats.php?allianceid=1418,49k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 60 hours ago,rankings.php?subregion=pac,Asian Alliance,$1930 million,alliancestats.php?allianceid=1418,Pacific Rim,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=pac,27398 km 2,http://blocgame.com/stats.php?id=60379,,628 Mbbl,
Novi Sad,Serbian Gamer,http://blocgame.com/alliancestats.php?allianceid=1393,11k active personnel,0 ships,Second World War surplus,Normal,2 factories,Standard,last online 6 hours ago,rankings.php?subregion=egy,BAMF,$1918 million,alliancestats.php?allianceid=1393,Egypt,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=egy,19545 km 2,http://blocgame.com/stats.php?id=60752,,9431 Mbbl,
FSOMA,Fascist Toonder,http://blocgame.com/alliancestats.php?allianceid=1835,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 134 hours ago,rankings.php?subregion=mex,SPQR,$1917 million,alliancestats.php?allianceid=1835,Mesoamerica,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mex,13613 km 2,http://blocgame.com/stats.php?id=60165,,4 Mbbl,
kodiang,tester2,http://blocgame.com/alliancestats.php?allianceid=1899,95k active personnel,1 ships,Second World War surplus,Questionable,3 factories,Standard,last online 3 hours ago,rankings.php?subregion=pac,ASEANG,$1893 million,alliancestats.php?allianceid=1899,Pacific Rim,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=pac,25941 km 2,http://blocgame.com/stats.php?id=60531,,,
RUUM,RAYMONDSKY,http://blocgame.com/alliancestats.php?allianceid=1899,58k active personnel,1 ships,First World War surplus,Gandhi-like,3 factories,Elite,last online 13 hours ago,rankings.php?subregion=pac,ASEANG,$1887 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=pac,25309 km 2,http://blocgame.com/stats.php?id=60543,,,
Jerai,muadz.zulkar9,http://blocgame.com/alliancestats.php?allianceid=1899,173k active personnel,3 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 180 hours ago,rankings.php?subregion=ind,ASEANG,$1824 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,42920 km 2,http://blocgame.com/stats.php?id=60621,,,
Democritusius,JonahBuist,,6k active personnel,0 ships,Finest of the 19th century,Normal,1 factory,Undisciplined Rabble,last online 86 hours ago,rankings.php?subregion=per,,$1850 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,11460 km 2,http://blocgame.com/stats.php?id=60416,,1565 Mbbl,
Smoking Bandit,RENTAKA,http://blocgame.com/alliancestats.php?allianceid=1899,78k active personnel,3 ships,Korean War surplus,Angelic,5 factories,Good,online now,rankings.php?subregion=ind,ASEANG,$1899 million,alliancestats.php?allianceid=1899,East Indies,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,38109 km 2,http://blocgame.com/stats.php?id=60611,,104 Mbbl,
williams,twill174,http://blocgame.com/alliancestats.php?allianceid=1952,9k active personnel,0 ships,First World War surplus,Normal,2 factories,Elite,last online 94 hours ago,rankings.php?subregion=ama,The Eastern Sea,$1881 million,alliancestats.php?allianceid=1952,Amazonia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ama,11775 km 2,http://blocgame.com/stats.php?id=59373,,,
Losong,Hafirus,http://blocgame.com/alliancestats.php?allianceid=1899,76k active personnel,4 ships,Second World War surplus,Nice,3 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,ASEANG,$1879 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=pac,20123 km 2,http://blocgame.com/stats.php?id=60570,,,
Ketereh,Kaduk_Durhaka,http://blocgame.com/alliancestats.php?allianceid=1899,41k active personnel,1 ships,First World War surplus,Nice,2 factories,Undisciplined Rabble,last online 14 hours ago,rankings.php?subregion=ind,ASEANG,$1881 million,alliancestats.php?allianceid=1899,East Indies,Plentiful,Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60606,,,
Entah,remtap,http://blocgame.com/alliancestats.php?allianceid=1899,97k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 1 hours ago,rankings.php?subregion=ind,ASEANG,$1805 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60530,,,
Zorlockian,Zorlocka,http://blocgame.com/alliancestats.php?allianceid=1386,64k active personnel,15 ships,Second World War surplus,Normal,6 factories,Good,last online 18 hours ago,rankings.php?subregion=per,Che Guevara League,$1795 million,alliancestats.php?allianceid=1386,Persia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=per,44606 km 2,http://blocgame.com/stats.php?id=58422,,9877 Mbbl,
Kukulala,Unkel,http://blocgame.com/alliancestats.php?allianceid=1595,74k active personnel,5 ships,Second World War surplus,Normal,4 factories,Elite,last online 4 hours ago,rankings.php?subregion=sea,The High Council,$1832 million,alliancestats.php?allianceid=1595,Indochina,Near Depletion,Powerful,http://blocgame.com/rankings.php?subregion=sea,26025 km 2,http://blocgame.com/stats.php?id=60796,,,
golokkk,madafakahh,http://blocgame.com/alliancestats.php?allianceid=1595,31k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 4 hours ago,rankings.php?subregion=ara,The High Council,$1781 million,alliancestats.php?allianceid=1595,Arabia,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=ara,27526 km 2,http://blocgame.com/stats.php?id=60798,,4516 Mbbl,
Bubbistan,Tiny Bubbles,http://blocgame.com/alliancestats.php?allianceid=1924,51k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 1 hours ago,rankings.php?subregion=mes,The Axis Of Evil,$1805 million,alliancestats.php?allianceid=1924,Mesopotamia,,Large,http://blocgame.com/rankings.php?subregion=mes,15513 km 2,http://blocgame.com/stats.php?id=60301,,2318 Mbbl,
Sparkyland,Abody,http://blocgame.com/alliancestats.php?allianceid=1934,3k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,online now,rankings.php?subregion=ara,The Blue Crew,$1803 million,alliancestats.php?allianceid=1934,Arabia,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=ara,23589 km 2,http://blocgame.com/stats.php?id=61028,,2914 Mbbl,
CBS,ChrisBeSmokin,http://blocgame.com/alliancestats.php?allianceid=1382,69k active personnel,4 ships,Second World War surplus,Angelic,3 factories,Elite,last online 58 hours ago,rankings.php?subregion=chi,Non-Aligned Movement,$1787 million,alliancestats.php?allianceid=1382,China,Untapped,Large,http://blocgame.com/rankings.php?subregion=chi,34696 km 2,http://blocgame.com/stats.php?id=45746,,,
Fagglands,Faggmann,,7k active personnel,-1 ships,Second World War surplus,Normal,2 factories,Good,last online 95 hours ago,rankings.php?subregion=chi,,$1746 million,,China,Untapped,Large,http://blocgame.com/rankings.php?subregion=chi,10082 km 2,http://blocgame.com/stats.php?id=59648,,,
