country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor,reputation,rm_prod,oil_prod
RUUM,RAYMONDSKY,http://blocgame.com/alliancestats.php?allianceid=1899,94k active personnel,2 ships,Second World War surplus,5 factories,Good,last online 251 hours ago,rankings.php?subregion=pac,Aseang MMP,$3495 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,25309 km 2,http://blocgame.com/stats.php?id=60543,,,,Questionable,28 Hundred Tons per month,14 Mbbl per month
Makayfa,Vuoristo,http://blocgame.com/alliancestats.php?allianceid=1393,40k active personnel,0 ships,Second World War surplus,2 factories,Standard,last online 415 hours ago,rankings.php?subregion=congo,BAMF,$3203 million,alliancestats.php?allianceid=1393,Congo,Untapped,Small,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=58783,,,,Questionable,17 Hundred Tons per month,8 Mbbl per month
PasirDuaButir,Col. von Strauffenberg,http://blocgame.com/alliancestats.php?allianceid=1899,122k active personnel,10 ships,Second World War surplus,3 factories,Good,last online 1 hours ago,rankings.php?subregion=ind,Aseang MMP,$2774 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,16358 km 2,http://blocgame.com/stats.php?id=60754,,,,Gandhi-like,12 Hundred Tons per month,8 Mbbl per month
New Pork Land,Porky Mitch,http://blocgame.com/alliancestats.php?allianceid=1595,96k active personnel,-1 ships,Almost Modern,3 factories,Elite,last online 65 hours ago,rankings.php?subregion=ind,The High Council,$3587 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,44579 km 2,http://blocgame.com/stats.php?id=59525,,3 Tons,,Gandhi-like,11 Hundred Tons per month,4 Mbbl per month
Kanto,savage,,54k active personnel,0 ships,Korean War surplus,2 factories,Good,last online 305 hours ago,rankings.php?subregion=sea,,$2269 million,,Indochina,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=sea,23928 km 2,http://blocgame.com/stats.php?id=46050,,,,Gandhi-like,18 Hundred Tons per month,2 Mbbl per month
Herpderpastan,Herpderpmcderp,http://blocgame.com/alliancestats.php?allianceid=1393,260k active personnel,17 ships,Persian Gulf War surplus,13 factories,Elite,last online 1 hours ago,rankings.php?subregion=per,BAMF,$2352 million,alliancestats.php?allianceid=1393,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,54194 km 2,http://blocgame.com/stats.php?id=40615,,,,Gandhi-like,41 Hundred Tons per month,25 Mbbl per month
Esmair,muffjin,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,34 ships,Persian Gulf War surplus,4 factories,Elite,last online 10 hours ago,rankings.php?subregion=sea,BAMF,$2541 million,alliancestats.php?allianceid=1393,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,34026 km 2,http://blocgame.com/stats.php?id=40882,,,,Gandhi-like,23 Hundred Tons per month,4 Mbbl per month
Royal Babylon,Hammurabi IV,,12k active personnel,0 ships,Vietnam War surplus,4 factories,Elite,last online 11 hours ago,rankings.php?subregion=mes,,$3804 million,,Mesopotamia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=mes,24733 km 2,http://blocgame.com/stats.php?id=60296,,,,Nice,22 Hundred Tons per month,23 Mbbl per month
Kesatuan lipan,Lipantidur,http://blocgame.com/alliancestats.php?allianceid=1899,82k active personnel,8 ships,Second World War surplus,4 factories,Good,last online 23 hours ago,rankings.php?subregion=ind,Aseang MMP,$2319 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ind,20878 km 2,http://blocgame.com/stats.php?id=60459,329 Mbbl,,,Gandhi-like,12 Hundred Tons per month,12 Mbbl per month
TerapBuduLipis,SyedRazi,http://blocgame.com/alliancestats.php?allianceid=1595,133k active personnel,5 ships,Korean War surplus,4 factories,Good,last online 65 hours ago,rankings.php?subregion=ind,The High Council,$3526 million,alliancestats.php?allianceid=1595,East Indies,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,32648 km 2,http://blocgame.com/stats.php?id=60513,192 Mbbl,,,Gandhi-like,23 Hundred Tons per month,7 Mbbl per month
aloyler,aloylerrr,http://blocgame.com/alliancestats.php?allianceid=1595,100k active personnel,14 ships,Korean War surplus,5 factories,Elite,last online 3 hours ago,rankings.php?subregion=ind,The High Council,$3807 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60699,,,,Gandhi-like,21 Hundred Tons per month,14 Mbbl per month
Jerai,muadz.zulkar9,http://blocgame.com/alliancestats.php?allianceid=1899,318k active personnel,16 ships,Almost Modern,9 factories,Standard,last online 95 hours ago,rankings.php?subregion=ind,Aseang MMP,$1917 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,52465 km 2,http://blocgame.com/stats.php?id=60621,,,,Gandhi-like,9 Hundred Tons per month,13 Mbbl per month
Markoviakia,Luako,http://blocgame.com/alliancestats.php?allianceid=1393,1k active personnel,0 ships,Korean War surplus,1 factory,Undisciplined Rabble,last online 39 hours ago,rankings.php?subregion=waf,BAMF,$4101 million,alliancestats.php?allianceid=1393,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,5310 km 2,http://blocgame.com/stats.php?id=57239,,,,Gandhi-like,6 Hundred Tons per month,6 Mbbl per month
Dondang Sayang,Cempaka Sari,http://blocgame.com/alliancestats.php?allianceid=1899,175k active personnel,18 ships,Korean War surplus,7 factories,Standard,last online 3 hours ago,rankings.php?subregion=ind,Aseang MMP,$4468 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,29006 km 2,http://blocgame.com/stats.php?id=60628,,,,Gandhi-like,25 Hundred Tons per month,15 Mbbl per month
FIFA,Seff Blatter,http://blocgame.com/alliancestats.php?allianceid=1580,175k active personnel,14 ships,Vietnam War surplus,5 factories,Good,last online 279 hours ago,rankings.php?subregion=ama,Brotherhood of Nod,$3068 million,alliancestats.php?allianceid=1580,Amazonia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ama,53225 km 2,http://blocgame.com/stats.php?id=56829,,,,Gandhi-like,90 Hundred Tons per month,12 Mbbl per month
Ketereh,Kaduk_Durhaka,http://blocgame.com/alliancestats.php?allianceid=1899,0k active personnel,5 ships,Second World War surplus,None,Good,online now,rankings.php?subregion=ind,Aseang MMP,$4095 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,None,http://blocgame.com/rankings.php?subregion=ind,20750 km 2,http://blocgame.com/stats.php?id=60606,,,,Normal,8 Hundred Tons per month,9 Mbbl per month
malays only,amril3036,http://blocgame.com/alliancestats.php?allianceid=1899,8k active personnel,0 ships,First World War surplus,3 factories,Elite,last online 3 hours ago,rankings.php?subregion=sea,Aseang MMP,$3382 million,alliancestats.php?allianceid=1899,Indochina,,Small,http://blocgame.com/rankings.php?subregion=sea,12620 km 2,http://blocgame.com/stats.php?id=60591,,,,Normal,14 Hundred Tons per month,15 Mbbl per month
CTSKRR,CTSKRR,http://blocgame.com/alliancestats.php?allianceid=1595,39k active personnel,6 ships,Korean War surplus,4 factories,Elite,last online 21 hours ago,rankings.php?subregion=chi,The High Council,$3815 million,alliancestats.php?allianceid=1595,China,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=chi,13545 km 2,http://blocgame.com/stats.php?id=60811,131 Mbbl,,,Angelic,9 Hundred Tons per month,10 Mbbl per month
JK,Lavey,http://blocgame.com/alliancestats.php?allianceid=1580,8k active personnel,0 ships,First World War surplus,1 factory,Undisciplined Rabble,last online 62 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$2093 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,9455 km 2,http://blocgame.com/stats.php?id=58602,1773 Mbbl,,,Normal,5 Hundred Tons per month,4 Mbbl per month
1mdb,Kerismas,http://blocgame.com/alliancestats.php?allianceid=1923,3k active personnel,0 ships,Finest of the 19th century,1 factory,Undisciplined Rabble,last online 96 hours ago,rankings.php?subregion=pac,Walawalawala,$3573 million,alliancestats.php?allianceid=1923,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,14521 km 2,http://blocgame.com/stats.php?id=60848,,,,Normal,6 Hundred Tons per month,7 Mbbl per month
Meleis,dymm zach de la rocha,http://blocgame.com/alliancestats.php?allianceid=1899,113k active personnel,9 ships,Second World War surplus,4 factories,Good,last online 20 hours ago,rankings.php?subregion=sea,Aseang MMP,$3419 million,alliancestats.php?allianceid=1899,Indochina,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,33997 km 2,http://blocgame.com/stats.php?id=61151,142 Mbbl,,,Gandhi-like,16 Hundred Tons per month,19 Mbbl per month
Free Vietnam,dragonexis99,http://blocgame.com/alliancestats.php?allianceid=1401,9k active personnel,2 ships,Second World War surplus,3 factories,Good,last online 152 hours ago,rankings.php?subregion=sea,The Federal Colonies,$3752 million,alliancestats.php?allianceid=1401,Indochina,Untapped,Large,http://blocgame.com/rankings.php?subregion=sea,18833 km 2,http://blocgame.com/stats.php?id=60426,40 Mbbl,,,Gandhi-like,20 Hundred Tons per month,20 Mbbl per month
Agostino,Augusto,http://blocgame.com/alliancestats.php?allianceid=1595,191k active personnel,15 ships,Vietnam War surplus,5 factories,Elite,last online 20 hours ago,rankings.php?subregion=atl,The High Council,$2971 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,32269 km 2,http://blocgame.com/stats.php?id=60229,10590 Mbbl,,,Gandhi-like,6 Hundred Tons per month,69 Mbbl per month
Azwarisia,boroyz,http://blocgame.com/alliancestats.php?allianceid=1899,9k active personnel,1 ships,Second World War surplus,3 factories,Good,last online 383 hours ago,rankings.php?subregion=pac,Aseang MMP,$2441 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,12690 km 2,http://blocgame.com/stats.php?id=61043,,,,Gandhi-like,10 Hundred Tons per month,9 Mbbl per month
Ikang,Ikanjaket,,5k active personnel,0 ships,First World War surplus,1 factory,Undisciplined Rabble,last online 96 hours ago,rankings.php?subregion=ind,,$3870 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,19404 km 2,http://blocgame.com/stats.php?id=60795,,,,Gandhi-like,5 Hundred Tons per month,8 Mbbl per month
Freidonia,David Tibet,http://blocgame.com/alliancestats.php?allianceid=1952,5k active personnel,0 ships,Second World War surplus,2 factories,Standard,last online 381 hours ago,rankings.php?subregion=eaf,The Eastern Sea,$2642 million,alliancestats.php?allianceid=1952,East Africa,Untapped,Small,http://blocgame.com/rankings.php?subregion=eaf,16335 km 2,http://blocgame.com/stats.php?id=60896,91 Mbbl,,,Gandhi-like,5 Hundred Tons per month,3 Mbbl per month
N.U.,keroro,http://blocgame.com/alliancestats.php?allianceid=1595,15k active personnel,8 ships,Second World War surplus,3 factories,Standard,last online 18 hours ago,rankings.php?subregion=chi,The High Council,$3942 million,alliancestats.php?allianceid=1595,China,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=chi,24600 km 2,http://blocgame.com/stats.php?id=61145,140 Mbbl,,,Gandhi-like,18 Hundred Tons per month,10 Mbbl per month
New Vilnius,Żeligowski,http://blocgame.com/alliancestats.php?allianceid=1966,215k active personnel,9 ships,Vietnam War surplus,5 factories,Standard,last online 20 hours ago,rankings.php?subregion=pac,Lithuanian Coalition,$5343 million,alliancestats.php?allianceid=1966,Pacific Rim,,Powerful,http://blocgame.com/rankings.php?subregion=pac,45360 km 2,http://blocgame.com/stats.php?id=61514,42 Mbbl,,,Questionable,37 Hundred Tons per month,15 Mbbl per month
Fastistan 2.0,St. Sanic,http://blocgame.com/alliancestats.php?allianceid=1568,203k active personnel,5 ships,Almost Modern,6 factories,Elite,last online 2 hours ago,rankings.php?subregion=gui,Brotherhood of Zion,$1894 million,alliancestats.php?allianceid=1568,Guinea,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gui,53742 km 2,http://blocgame.com/stats.php?id=59029,6054 Mbbl,,,Gandhi-like,16 Hundred Tons per month,11 Mbbl per month
Butt Munch Land,Butt Munch,,3k active personnel,0 ships,Second World War surplus,1 factory,Elite,last online 188 hours ago,rankings.php?subregion=mex,,$1527 million,,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,5643 km 2,http://blocgame.com/stats.php?id=58540,,,,Normal,6 Hundred Tons per month,7 Mbbl per month
MalayaRaya,Kitul,http://blocgame.com/alliancestats.php?allianceid=1899,56k active personnel,8 ships,Second World War surplus,3 factories,Good,last online 4 hours ago,rankings.php?subregion=pac,Aseang MMP,$2161 million,alliancestats.php?allianceid=1899,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,19242 km 2,http://blocgame.com/stats.php?id=60388,,,,Angelic,14 Hundred Tons per month,5 Mbbl per month
nusajaya,edifarhan,http://blocgame.com/alliancestats.php?allianceid=1899,11k active personnel,0 ships,Second World War surplus,2 factories,Good,last online 8 hours ago,rankings.php?subregion=pac,Aseang MMP,$2580 million,alliancestats.php?allianceid=1899,Pacific Rim,,Mediocre,http://blocgame.com/rankings.php?subregion=pac,15971 km 2,http://blocgame.com/stats.php?id=60626,,,,Gandhi-like,12 Hundred Tons per month,8 Mbbl per month
malapetaka,bolawei9,http://blocgame.com/alliancestats.php?allianceid=1595,23k active personnel,0 ships,Second World War surplus,2 factories,Elite,last online 24 hours ago,rankings.php?subregion=ind,The High Council,$3906 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ind,7570 km 2,http://blocgame.com/stats.php?id=60813,,,,Gandhi-like,7 Hundred Tons per month,4 Mbbl per month
Malaya Grampus,akifzainal,http://blocgame.com/alliancestats.php?allianceid=1899,18k active personnel,5 ships,First World War surplus,2 factories,Elite,online now,rankings.php?subregion=ind,Aseang MMP,$3605 million,alliancestats.php?allianceid=1899,East Indies,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,19700 km 2,http://blocgame.com/stats.php?id=60469,,,,Gandhi-like,17 Hundred Tons per month,6 Mbbl per month
Umen,Sheih Bahar Radzinow,http://blocgame.com/alliancestats.php?allianceid=1595,72k active personnel,10 ships,Korean War surplus,3 factories,Poor,last online 387 hours ago,rankings.php?subregion=egy,The High Council,$2402 million,alliancestats.php?allianceid=1595,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,28858 km 2,http://blocgame.com/stats.php?id=59300,13553 Mbbl,,,Gandhi-like,8 Hundred Tons per month,25 Mbbl per month
Chinvanie,Lau Wang Chun,http://blocgame.com/alliancestats.php?allianceid=1952,7k active personnel,0 ships,Second World War surplus,1 factory,Undisciplined Rabble,last online 79 hours ago,rankings.php?subregion=sea,The Eastern Sea,$2392 million,alliancestats.php?allianceid=1952,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,3545 km 2,http://blocgame.com/stats.php?id=60732,85 Mbbl,,,Normal,5 Hundred Tons per month,3 Mbbl per month
ketebenan,iwanfaisal,http://blocgame.com/alliancestats.php?allianceid=1595,4k active personnel,0 ships,First World War surplus,3 factories,Undisciplined Rabble,last online 249 hours ago,rankings.php?subregion=sea,The High Council,$2313 million,alliancestats.php?allianceid=1595,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,8424 km 2,http://blocgame.com/stats.php?id=60733,,,,Questionable,10 Hundred Tons per month,11 Mbbl per month
Krat,Mythron,,9k active personnel,3 ships,Second World War surplus,3 factories,Poor,last online 525 hours ago,rankings.php?subregion=sea,,$2316 million,,Indochina,,Mediocre,http://blocgame.com/rankings.php?subregion=sea,886 km 2,http://blocgame.com/stats.php?id=51892,,,,Good,7 Hundred Tons per month,3 Mbbl per month
Shining Sun,Wladyslaw Gomulka,http://blocgame.com/alliancestats.php?allianceid=1966,90k active personnel,5 ships,Second World War surplus,5 factories,Elite,last online 2 hours ago,rankings.php?subregion=saf,Lithuanian Coalition,$6112 million,alliancestats.php?allianceid=1966,Southern Africa,Plentiful,Large,http://blocgame.com/rankings.php?subregion=saf,48351 km 2,http://blocgame.com/stats.php?id=61511,184 Mbbl,,,Angelic,41 Hundred Tons per month,35 Mbbl per month
Kedah Tua,Farhan Aizuddin,http://blocgame.com/alliancestats.php?allianceid=1899,25k active personnel,0 ships,First World War surplus,None,Poor,last online 14 hours ago,rankings.php?subregion=ind,Aseang MMP,$2910 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,11120 km 2,http://blocgame.com/stats.php?id=60526,,,,Gandhi-like,14 Hundred Tons per month,9 Mbbl per month
MyKingdom,General,http://blocgame.com/alliancestats.php?allianceid=1899,24k active personnel,2 ships,Korean War surplus,4 factories,Elite,last online 1 hours ago,rankings.php?subregion=ind,Aseang MMP,$3347 million,alliancestats.php?allianceid=1899,East Indies,Depleted,Mediocre,http://blocgame.com/rankings.php?subregion=ind,16539 km 2,http://blocgame.com/stats.php?id=60728,292 Mbbl,,,Gandhi-like,21 Hundred Tons per month,13 Mbbl per month
Shiat,Xander The Great,http://blocgame.com/alliancestats.php?allianceid=1568,5k active personnel,0 ships,Second World War surplus,1 factory,Undisciplined Rabble,last online 442 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$2474 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=saf,13477 km 2,http://blocgame.com/stats.php?id=59604,,,,Questionable,5 Hundred Tons per month,3 Mbbl per month
Kukulala,Unkel,http://blocgame.com/alliancestats.php?allianceid=1595,19k active personnel,3 ships,Korean War surplus,3 factories,Elite,last online 2 hours ago,rankings.php?subregion=sea,The High Council,$3140 million,alliancestats.php?allianceid=1595,Indochina,,Powerful,http://blocgame.com/rankings.php?subregion=sea,22944 km 2,http://blocgame.com/stats.php?id=60796,,,,Questionable,28 Hundred Tons per month,14 Mbbl per month
KelabuAsap,kelam,http://blocgame.com/alliancestats.php?allianceid=1595,176k active personnel,3 ships,Second World War surplus,7 factories,Good,last online 3 hours ago,rankings.php?subregion=pac,The High Council,$3256 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,33689 km 2,http://blocgame.com/stats.php?id=60664,,,,Gandhi-like,30 Hundred Tons per month,26 Mbbl per month
USSH,K. Litvyak,http://blocgame.com/alliancestats.php?allianceid=1393,6k active personnel,3 ships,Korean War surplus,3 factories,Elite,last online 75 hours ago,rankings.php?subregion=pac,BAMF,$3754 million,alliancestats.php?allianceid=1393,Pacific Rim,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=pac,18456 km 2,http://blocgame.com/stats.php?id=61023,89 Mbbl,,,Gandhi-like,8 Hundred Tons per month,6 Mbbl per month
MADAFAKA,RUBAH2,http://blocgame.com/alliancestats.php?allianceid=1595,51k active personnel,0 ships,Second World War surplus,3 factories,Elite,last online 251 hours ago,rankings.php?subregion=ara,The High Council,$3651 million,alliancestats.php?allianceid=1595,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,18250 km 2,http://blocgame.com/stats.php?id=61035,3063 Mbbl,,,Gandhi-like,24 Hundred Tons per month,18 Mbbl per month
Trump Iraq,President Trumparino,http://blocgame.com/alliancestats.php?allianceid=1595,59k active personnel,5 ships,Korean War surplus,3 factories,Good,online now,rankings.php?subregion=mes,The High Council,$2317 million,alliancestats.php?allianceid=1595,Mesopotamia,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=mes,15927 km 2,http://blocgame.com/stats.php?id=59195,,,,Gandhi-like,12 Hundred Tons per month,12 Mbbl per month
mamadom,g0rilla,http://blocgame.com/alliancestats.php?allianceid=1899,10k active personnel,2 ships,Korean War surplus,3 factories,Standard,last online 264 hours ago,rankings.php?subregion=ind,Aseang MMP,$1821 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,16195 km 2,http://blocgame.com/stats.php?id=60522,45 Mbbl,,,Gandhi-like,12 Hundred Tons per month,10 Mbbl per month
Langgarpura,neocon,http://blocgame.com/alliancestats.php?allianceid=1899,126k active personnel,4 ships,Second World War surplus,4 factories,Elite,last online 3 hours ago,rankings.php?subregion=ind,Aseang MMP,$3137 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60629,313 Mbbl,,,Gandhi-like,9 Hundred Tons per month,9 Mbbl per month
duastan,Fidda Fikri,http://blocgame.com/alliancestats.php?allianceid=1952,7k active personnel,0 ships,Second World War surplus,1 factory,Standard,last online 285 hours ago,rankings.php?subregion=mes,The Eastern Sea,$2541 million,alliancestats.php?allianceid=1952,Mesopotamia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=mes,19050 km 2,http://blocgame.com/stats.php?id=61082,1785 Mbbl,,,Gandhi-like,6 Hundred Tons per month,4 Mbbl per month
Selitia,TRSL,http://blocgame.com/alliancestats.php?allianceid=1932,91k active personnel,1 ships,Korean War surplus,4 factories,Good,last online 1 hours ago,rankings.php?subregion=congo,African Socialism,$4297 million,alliancestats.php?allianceid=1932,Congo,Untapped,Large,http://blocgame.com/rankings.php?subregion=congo,30851 km 2,http://blocgame.com/stats.php?id=60929,,,,Gandhi-like,16 Hundred Tons per month,14 Mbbl per month
Golan,Golan,http://blocgame.com/alliancestats.php?allianceid=1899,7k active personnel,4 ships,Second World War surplus,3 factories,Poor,last online 205 hours ago,rankings.php?subregion=pac,Aseang MMP,$2957 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=pac,18100 km 2,http://blocgame.com/stats.php?id=60379,55 Mbbl,,,Gandhi-like,13 Hundred Tons per month,15 Mbbl per month
Sitora,Tycoon,http://blocgame.com/alliancestats.php?allianceid=1899,82k active personnel,5 ships,Second World War surplus,3 factories,Poor,last online 16 hours ago,rankings.php?subregion=ind,Aseang MMP,$1957 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,23001 km 2,http://blocgame.com/stats.php?id=60534,,,,Gandhi-like,16 Hundred Tons per month,14 Mbbl per month
KINGDOMTUM,RUBAH,http://blocgame.com/alliancestats.php?allianceid=1899,17k active personnel,6 ships,Second World War surplus,3 factories,Elite,last online 251 hours ago,rankings.php?subregion=ind,Aseang MMP,$2638 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ind,19244 km 2,http://blocgame.com/stats.php?id=60784,,,,Questionable,24 Hundred Tons per month,15 Mbbl per month
Zone21-Malaya,PG PG PG PG PG,http://blocgame.com/alliancestats.php?allianceid=1899,71k active personnel,11 ships,Second World War surplus,4 factories,Good,last online 2 hours ago,rankings.php?subregion=ind,Aseang MMP,$3597 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,20900 km 2,http://blocgame.com/stats.php?id=60973,,,,Gandhi-like,17 Hundred Tons per month,9 Mbbl per month
Dogenation,dodgingdoge,http://blocgame.com/alliancestats.php?allianceid=1595,3k active personnel,3 ships,Second World War surplus,2 factories,Standard,last online 194 hours ago,rankings.php?subregion=per,The High Council,$1489 million,alliancestats.php?allianceid=1595,Persia,Untapped,Small,http://blocgame.com/rankings.php?subregion=per,4375 km 2,http://blocgame.com/stats.php?id=59174,,,,Questionable,4 Hundred Tons per month,5 Mbbl per month
yeeeet,yoloswaggins,,4k active personnel,0 ships,Korean War surplus,2 factories,Poor,last online 207 hours ago,rankings.php?subregion=egy,,$1254 million,,Egypt,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=egy,7582 km 2,http://blocgame.com/stats.php?id=59818,698 Mbbl,,,Questionable,8 Hundred Tons per month,9 Mbbl per month
Stauqua,AleksVoj,http://blocgame.com/alliancestats.php?allianceid=1595,87k active personnel,4 ships,Korean War surplus,3 factories,Good,last online 7 hours ago,rankings.php?subregion=gra,The High Council,$3081 million,alliancestats.php?allianceid=1595,Gran Colombia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,27962 km 2,http://blocgame.com/stats.php?id=60873,484 Mbbl,,,Gandhi-like,10 Hundred Tons per month,10 Mbbl per month
Enggor Perak,meor,http://blocgame.com/alliancestats.php?allianceid=1899,151k active personnel,20 ships,Second World War surplus,6 factories,Elite,last online 1 hours ago,rankings.php?subregion=ind,Aseang MMP,$2600 million,alliancestats.php?allianceid=1899,East Indies,,Large,http://blocgame.com/rankings.php?subregion=ind,44470 km 2,http://blocgame.com/stats.php?id=60674,243 Mbbl,,,Good,25 Hundred Tons per month,21 Mbbl per month
Good Sleep,Pupper,,5k active personnel,0 ships,Korean War surplus,2 factories,Undisciplined Rabble,last online 20 hours ago,rankings.php?subregion=egy,,$1708 million,,Egypt,,Somewhat Large,http://blocgame.com/rankings.php?subregion=egy,8891 km 2,http://blocgame.com/stats.php?id=57001,2320 Mbbl,,,Angelic,14 Hundred Tons per month,10 Mbbl per month
DeathGods,devin59320,http://blocgame.com/alliancestats.php?allianceid=1899,58k active personnel,3 ships,Second World War surplus,3 factories,Elite,last online 40 hours ago,rankings.php?subregion=chi,Aseang MMP,$3166 million,alliancestats.php?allianceid=1899,China,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=chi,7969 km 2,http://blocgame.com/stats.php?id=60287,,,,Gandhi-like,9 Hundred Tons per month,
WorldOfPeace,ALMAHDI,http://blocgame.com/alliancestats.php?allianceid=1899,106k active personnel,3 ships,Second World War surplus,3 factories,Good,last online 251 hours ago,rankings.php?subregion=ind,Aseang MMP,$1936 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,24213 km 2,http://blocgame.com/stats.php?id=60677,,,,Gandhi-like,13 Hundred Tons per month,13 Mbbl per month
Nueva Asia,Franco C. Manrique,http://blocgame.com/alliancestats.php?allianceid=1393,180k active personnel,10 ships,Vietnam War surplus,6 factories,Elite,last online 32 hours ago,rankings.php?subregion=ara,BAMF,$2425 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,33332 km 2,http://blocgame.com/stats.php?id=60216,12063 Mbbl,,,Gandhi-like,30 Hundred Tons per month,14 Mbbl per month
Top Hat,TopHat,http://blocgame.com/alliancestats.php?allianceid=1952,70k active personnel,1 ships,Korean War surplus,2 factories,Standard,last online 39 hours ago,rankings.php?subregion=congo,The Eastern Sea,$3089 million,alliancestats.php?allianceid=1952,Congo,Untapped,Large,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=61121,77 Mbbl,,,Angelic,6 Hundred Tons per month,5 Mbbl per month
qwertyuiop,rumsods mom,http://blocgame.com/alliancestats.php?allianceid=1595,40k active personnel,1 ships,Second World War surplus,2 factories,Good,last online 3 hours ago,rankings.php?subregion=ara,The High Council,$2452 million,alliancestats.php?allianceid=1595,Arabia,,None,http://blocgame.com/rankings.php?subregion=ara,8090 km 2,http://blocgame.com/stats.php?id=59451,,,,Gandhi-like,5 Hundred Tons per month,12 Mbbl per month
