country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,uranium,region,territory,pageUrl,oil_reserves,reactor
Cartrager,Cartrager,http://blocgame.com/alliancestats.php?allianceid=1595,62k active personnel,1 ships,Second World War surplus,Good,3 factories,Elite,last online 2 hours ago,rankings.php?subregion=mes,The High Council,$358 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Small,,http://blocgame.com/rankings.php?subregion=mes,29351 km 2,http://blocgame.com/stats.php?id=61452,2701 Mbbl,
Pracht,crazyhorse,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 95 hours ago,rankings.php?subregion=ind,,$370 million,,East Indies,Untapped,None,,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61431,,
Jeoson Korea,Jwong-wal il,http://blocgame.com/alliancestats.php?allianceid=1595,18k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 48 hours ago,rankings.php?subregion=chi,The High Council,$377 million,alliancestats.php?allianceid=1595,China,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61438,,
fishball,fishballfish6,,42k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 2 hours ago,rankings.php?subregion=pac,,$365 million,,Pacific Rim,Near Depletion,None,,http://blocgame.com/rankings.php?subregion=pac,16500 km 2,http://blocgame.com/stats.php?id=61050,,
Alixia,Earthstar,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 120 hours ago,rankings.php?subregion=con,,$365 million,,Southern Cone,Untapped,None,,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=61467,,
Red Turkey,The Enlightened One,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 32 hours ago,rankings.php?subregion=mes,,$364 million,,Mesopotamia,Untapped,None,,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=61485,,
Volkssturm,Wilhelm Keitel,http://blocgame.com/alliancestats.php?allianceid=1576,2k active personnel,0 ships,First World War surplus,Questionable,1 factory,Undisciplined Rabble,last online 157 hours ago,rankings.php?subregion=egy,The Last Phoenix,$352 million,alliancestats.php?allianceid=1576,Egypt,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=egy,14013 km 2,http://blocgame.com/stats.php?id=55804,872 Mbbl,
Arcistan,Sultan Arc,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 157 hours ago,rankings.php?subregion=ara,,$361 million,,Arabia,Untapped,None,,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=61426,,
Lution,Revolutionair,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 157 hours ago,rankings.php?subregion=ara,,$361 million,,Arabia,Untapped,None,,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=61427,,
Cronation,bbills82,,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 161 hours ago,rankings.php?subregion=ama,,$357 million,,Amazonia,Untapped,None,,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=61422,,
FOREST CITY,Muhammad Firdaus,,40k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 85 hours ago,rankings.php?subregion=sea,,$341 million,,Indochina,Untapped,None,,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=61114,,
Macika,Emperor Nathan IV,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 77 hours ago,rankings.php?subregion=gui,,$351 million,,Guinea,Untapped,None,,http://blocgame.com/rankings.php?subregion=gui,20000 km 2,http://blocgame.com/stats.php?id=61442,,
Chernosese,mehmed97,http://blocgame.com/alliancestats.php?allianceid=1963,27k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 89 hours ago,rankings.php?subregion=ind,The First Order,$356 million,alliancestats.php?allianceid=1963,East Indies,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60891,,
The Ivory Coast,Compton6500,,33k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,rankings.php?subregion=waf,,$355 million,,West Africa,Untapped,None,,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=61450,,
Klondike,CooLerThanU0701,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 116 hours ago,rankings.php?subregion=chi,,$361 million,,China,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=chi,16335 km 2,http://blocgame.com/stats.php?id=54056,330 Mbbl,
Satan kingdom,alistan1987,,48k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 2 hours ago,rankings.php?subregion=ind,,$349 million,,East Indies,,None,,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60809,,
hokoo,ovaltine,,74k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 15 hours ago,rankings.php?subregion=ara,,$343 million,,Arabia,Plentiful,Large,,http://blocgame.com/rankings.php?subregion=ara,23665 km 2,http://blocgame.com/stats.php?id=61111,,
New Land,John F. Kennedy,http://blocgame.com/alliancestats.php?allianceid=1952,53k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,rankings.php?subregion=per,The Eastern Sea,$343 million,alliancestats.php?allianceid=1952,Persia,Plentiful,Mediocre,,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=61205,,
Pura Cendana,Tun Nila Utama,http://blocgame.com/alliancestats.php?allianceid=1899,27k active personnel,0 ships,First World War surplus,Nice,1 factory,Standard,last online 3 hours ago,rankings.php?subregion=ara,ASEANG,$350 million,alliancestats.php?allianceid=1899,Arabia,Untapped,Small,,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=61462,,
Hedjaz,Abdul Wahhab,,9k active personnel,0 ships,Second World War surplus,Angelic,1 factory,Undisciplined Rabble,last online 51 hours ago,rankings.php?subregion=mes,,$371 million,,Mesopotamia,Untapped,None,,http://blocgame.com/rankings.php?subregion=mes,1910 km 2,http://blocgame.com/stats.php?id=49882,,
2 chainz,Yeannet Sebastian,http://blocgame.com/alliancestats.php?allianceid=1555,39k active personnel,1 ships,Finest of the 19th century,Angelic,2 factories,Good,last online 45 hours ago,rankings.php?subregion=gui,Legends,$358 million,alliancestats.php?allianceid=1555,Guinea,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=gui,20398 km 2,http://blocgame.com/stats.php?id=61473,,
the Antilles,Chris F.,,18k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 17 hours ago,rankings.php?subregion=car,,$354 million,,Caribbean,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=61529,,
bonval,ninthtestiamteca,,2k active personnel,0 ships,First World War surplus,Good,None,Undisciplined Rabble,last online 48 hours ago,rankings.php?subregion=waf,,$346 million,,West Africa,Near Depletion,None,,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=61080,,
Chinaslavia,Radoje,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 125 hours ago,rankings.php?subregion=chi,,$346 million,,China,Untapped,None,,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61461,,
DogeBananas,Doge Banana Swagger,,14k active personnel,0 ships,Finest of the 19th century,Questionable,None,Poor,last online 120 hours ago,rankings.php?subregion=car,,$338 million,,Caribbean,Untapped,None,,http://blocgame.com/rankings.php?subregion=car,19800 km 2,http://blocgame.com/stats.php?id=61468,,
Alsitationa,Altia,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 90 hours ago,rankings.php?subregion=car,,$346 million,,Caribbean,Untapped,None,,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=61501,,
Kataphrakt,JuuzouXIII,,21k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 4 hours ago,rankings.php?subregion=pac,,$352 million,,Pacific Rim,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61246,65 Mbbl,
Muslim peoples,firestone,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 115 hours ago,rankings.php?subregion=mes,,$338 million,,Mesopotamia,Untapped,None,,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=61479,,
Watikan,PopeFrancis,,10k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 2 hours ago,rankings.php?subregion=pac,,$290 million,,Pacific Rim,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=pac,16500 km 2,http://blocgame.com/stats.php?id=61537,,
Goomran,Hadon,,9k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 83 hours ago,rankings.php?subregion=car,,$344 million,,Caribbean,Near Depletion,None,1 Tons,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=61459,366 Mbbl,
BloodBrothers,TMOD,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 117 hours ago,rankings.php?subregion=gra,,$342 million,,Gran Colombia,Untapped,None,,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=61470,520 Mbbl,
Kinkintory,Kal.,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 119 hours ago,rankings.php?subregion=gui,,$342 million,,Guinea,Untapped,None,,http://blocgame.com/rankings.php?subregion=gui,20000 km 2,http://blocgame.com/stats.php?id=61472,320 Mbbl,
Markiziya,alx.hristov,,2k active personnel,0 ships,Finest of the 19th century,Questionable,None,Poor,last online 146 hours ago,rankings.php?subregion=waf,,$330 million,,West Africa,Untapped,None,,http://blocgame.com/rankings.php?subregion=waf,19602 km 2,http://blocgame.com/stats.php?id=61441,,
Wodzis�aw,Tomasso Tercha,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 72 hours ago,rankings.php?subregion=atl,,$342 million,,Atlas,Untapped,None,,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=61519,,
Gonglu,Colin Carpenter,http://blocgame.com/alliancestats.php?allianceid=1960,24k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 136 hours ago,rankings.php?subregion=sea,Power of Forces,$328 million,alliancestats.php?allianceid=1960,Indochina,Untapped,None,,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=61453,,
Surimase,masfi,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 153 hours ago,rankings.php?subregion=pac,,$336 million,,Pacific Rim,Untapped,None,,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61434,104 Mbbl,
Paladina,Thales,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 86 hours ago,rankings.php?subregion=ama,,$338 million,,Amazonia,Untapped,None,,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=61504,,
Tanjung datu,Ismet ketam,,20k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 9 hours ago,rankings.php?subregion=ara,,$338 million,,Arabia,Untapped,None,,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=61507,3261 Mbbl,
Shining Sun,Wladyslaw Gomulka,http://blocgame.com/alliancestats.php?allianceid=1966,26k active personnel,0 ships,Finest of the 19th century,Normal,None,Elite,last online 1 hours ago,rankings.php?subregion=saf,Lithuanian Coalition,$336 million,alliancestats.php?allianceid=1966,Southern Africa,Untapped,Small,,http://blocgame.com/rankings.php?subregion=saf,20398 km 2,http://blocgame.com/stats.php?id=61511,59 Mbbl,
maldrum,name0101,,4k active personnel,0 ships,First World War surplus,Normal,None,Undisciplined Rabble,last online 48 hours ago,rankings.php?subregion=eaf,,$328 million,,East Africa,Untapped,None,,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=61078,,
reggie le edgy,Floy_Roy,,7k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 53 hours ago,rankings.php?subregion=mes,,$340 million,,Mesopotamia,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=mes,19212 km 2,http://blocgame.com/stats.php?id=61522,2282 Mbbl,
aladdin1987,deedeedee1987,,24k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 14 hours ago,rankings.php?subregion=sea,,$329 million,,Indochina,,None,,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=60877,,
Stuleja,Płetwonurkov,http://blocgame.com/alliancestats.php?allianceid=1966,38k active personnel,0 ships,First World War surplus,Normal,1 factory,Good,online now,rankings.php?subregion=saf,Lithuanian Coalition,$335 million,alliancestats.php?allianceid=1966,Southern Africa,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=saf,20200 km 2,http://blocgame.com/stats.php?id=61524,,
Gumniaki,Gumniak,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 32 hours ago,rankings.php?subregion=ama,,$333 million,,Amazonia,Untapped,None,,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=61536,338 Mbbl,
P.S.E.,Tallion,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 55 hours ago,rankings.php?subregion=egy,,$334 million,,Egypt,Untapped,None,,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=61540,,
New Scandinavia,harrison,,18k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 45 hours ago,rankings.php?subregion=waf,,$335 million,,West Africa,Untapped,None,,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=61544,61 Mbbl,
NXZT,S340,,5k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 12 hours ago,rankings.php?subregion=ind,,$320 million,,East Indies,,None,,http://blocgame.com/rankings.php?subregion=ind,11475 km 2,http://blocgame.com/stats.php?id=61198,58 Mbbl,
Actias,Meester,,0k active personnel,0 ships,Finest of the 19th century,Normal,None,Poor,last online 85 hours ago,rankings.php?subregion=sea,,$323 million,,Indochina,,None,,http://blocgame.com/rankings.php?subregion=sea,14917 km 2,http://blocgame.com/stats.php?id=46121,,
LitvoB�lorusko,Daniel velikij,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 80 hours ago,rankings.php?subregion=pac,,$323 million,,Pacific Rim,Untapped,None,,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61497,,
Lixia,Dave Hunter,http://blocgame.com/alliancestats.php?allianceid=1393,25k active personnel,0 ships,First World War surplus,Good,2 factories,Good,last online 1 hours ago,rankings.php?subregion=mes,BAMF,$328 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,None,,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=61520,3274 Mbbl,
Hoeksteen,Hoeksteen,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 97 hours ago,rankings.php?subregion=car,,$320 million,,Caribbean,Untapped,None,,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=61496,,
Newolaka,Owen Farnsworth,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 91 hours ago,rankings.php?subregion=sub,,$320 million,,The Subcontinent,Untapped,None,,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=61500,,
The Free Lands,GreatestKingLeader,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 66 hours ago,rankings.php?subregion=mex,,$324 million,,Mesoamerica,Untapped,None,,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=61526,,
Deception,JohnJones,http://blocgame.com/alliancestats.php?allianceid=1965,21k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 20 hours ago,rankings.php?subregion=saf,Divergent,$322 million,alliancestats.php?allianceid=1965,Southern Africa,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=61528,,
Baxter,cvick,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 67 hours ago,rankings.php?subregion=car,,$326 million,,Caribbean,Untapped,None,,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=61525,,
Ygdrasill,draczew23,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 53 hours ago,rankings.php?subregion=atl,,$326 million,,Atlas,Untapped,None,,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=61539,,
Viadvolstok,Varnes,,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 163 hours ago,rankings.php?subregion=pac,,$313 million,,Pacific Rim,Untapped,None,,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61417,,
lanun selatan,arjuna durhaka,,29k active personnel,0 ships,Second World War surplus,Nice,3 factories,Elite,last online 2 hours ago,rankings.php?subregion=ind,,$402 million,,East Indies,,Mediocre,,http://blocgame.com/rankings.php?subregion=ind,21668 km 2,http://blocgame.com/stats.php?id=61392,422 Mbbl,
Reborn Korea,Kim Ju-ae,,22k active personnel,0 ships,Finest of the 19th century,Nice,None,Poor,last online 76 hours ago,rankings.php?subregion=pac,,$323 million,,Pacific Rim,Untapped,None,,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61510,,
Streonia,Toresan,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 58 hours ago,rankings.php?subregion=mex,,$325 million,,Mesoamerica,Untapped,None,,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=61534,,
Nocne Kino,nocnekino,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 55 hours ago,rankings.php?subregion=chi,,$323 million,,China,Untapped,None,,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61538,,
Nasi Argentina,Adolf Himmler,,22k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 53 hours ago,rankings.php?subregion=con,,$325 million,,Southern Cone,Untapped,None,,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=61541,,
Nicistan,King Potato,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 53 hours ago,rankings.php?subregion=con,,$323 million,,Southern Cone,Untapped,None,,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=61542,,
Dekia,JesseRainbow,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 52 hours ago,rankings.php?subregion=mes,,$323 million,,Mesopotamia,Untapped,None,,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=61543,,
Hajal,Haile,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 78 hours ago,rankings.php?subregion=ara,,$333 million,,Arabia,Untapped,None,,http://blocgame.com/rankings.php?subregion=ara,16500 km 2,http://blocgame.com/stats.php?id=61457,2991 Mbbl,
ByBridge,President walker,,22k active personnel,0 ships,Finest of the 19th century,Nice,None,Poor,last online 65 hours ago,rankings.php?subregion=car,,$318 million,,Caribbean,Untapped,None,,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=61527,,
Luntek,jemszyszki,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 53 hours ago,rankings.php?subregion=atl,,$322 million,,Atlas,Untapped,None,,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=61535,,
kaki,kakikudibibirmu,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 39 hours ago,rankings.php?subregion=sub,,$324 million,,The Subcontinent,Untapped,None,,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=61562,407 Mbbl,
halta,deathgodtrue111,,9k active personnel,0 ships,First World War surplus,Isolated,None,Undisciplined Rabble,last online 49 hours ago,rankings.php?subregion=eaf,,$312 million,,East Africa,Untapped,None,,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=61075,,
BIOR KELANTOK,Krul,,20k active personnel,0 ships,First World War surplus,Angelic,None,Standard,last online 7 hours ago,rankings.php?subregion=pac,,$317 million,,Pacific Rim,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61489,,
Free Syria,Mohammed al-Safawi,,20k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 2 hours ago,rankings.php?subregion=mes,,$318 million,,Mesopotamia,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=61508,3901 Mbbl,
Europe,Aka99,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 74 hours ago,rankings.php?subregion=pac,,$321 million,,Pacific Rim,Untapped,None,,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61512,435 Mbbl,
killing56465,skatmas,,2k active personnel,0 ships,First World War surplus,Good,None,Undisciplined Rabble,last online 48 hours ago,rankings.php?subregion=eaf,,$321 million,,East Africa,Near Depletion,None,,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=61076,,
Skullion,GarenX,,9k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 4 hours ago,rankings.php?subregion=saf,,$326 million,,Southern Africa,Untapped,None,,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=61566,,
Trapistan,Tentacle Grape,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 43 hours ago,rankings.php?subregion=ara,,$320 million,,Arabia,Untapped,None,,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=42879,,
2d NVA corp,Maj Gen Hu an,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 116 hours ago,rankings.php?subregion=sea,,$307 million,,Indochina,Untapped,None,,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=61478,247 Mbbl,
chowdry,Tripuraneni Saichand,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 50 hours ago,rankings.php?subregion=sub,,$320 million,,The Subcontinent,Untapped,None,,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=61546,,
TAU,YoloMcSwaggins,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 44 hours ago,rankings.php?subregion=mex,,$320 million,,Mesoamerica,Untapped,None,,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=61549,,
Bolkenia,john500,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 47 hours ago,rankings.php?subregion=per,,$320 million,,Persia,Untapped,None,,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=61552,,
Londonistan,Zergking,http://blocgame.com/alliancestats.php?allianceid=1418,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 43 hours ago,rankings.php?subregion=pac,Asian Alliance,$320 million,alliancestats.php?allianceid=1418,Pacific Rim,Untapped,None,,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61554,143 Mbbl,
Arabian SSR,Dear Leader Stalin,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 20 hours ago,rankings.php?subregion=ara,,$322 million,,Arabia,Untapped,None,,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=61557,1571 Mbbl,
opopo,FamousDex,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 40 hours ago,rankings.php?subregion=chi,,$320 million,,China,Untapped,None,,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61561,,
Oppressivistan,Oppressor,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 39 hours ago,rankings.php?subregion=egy,,$320 million,,Egypt,Untapped,None,,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=61563,,
Corbynia,kinghani,,15k active personnel,0 ships,Finest of the 19th century,Questionable,None,Poor,last online 119 hours ago,rankings.php?subregion=gui,,$305 million,,Guinea,Untapped,None,,http://blocgame.com/rankings.php?subregion=gui,20000 km 2,http://blocgame.com/stats.php?id=61474,,
AAAAAA,AAAAAA,,0k active personnel,0 ships,First World War surplus,Normal,None,Undisciplined Rabble,last online 36 hours ago,rankings.php?subregion=gui,,$313 million,,Guinea,Untapped,None,,http://blocgame.com/rankings.php?subregion=gui,18500 km 2,http://blocgame.com/stats.php?id=61495,,
G�wno,cwel2,http://blocgame.com/alliancestats.php?allianceid=1966,43k active personnel,0 ships,First World War surplus,Questionable,None,Standard,online now,rankings.php?subregion=saf,Lithuanian Coalition,$296 million,alliancestats.php?allianceid=1966,Southern Africa,,None,,http://blocgame.com/rankings.php?subregion=saf,19798 km 2,http://blocgame.com/stats.php?id=61531,,
French America,dw_ny,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 6 hours ago,rankings.php?subregion=car,,$316 million,,Caribbean,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=61551,382 Mbbl,
Klawiatura,Ryszard Petru,http://blocgame.com/alliancestats.php?allianceid=1966,10k active personnel,0 ships,First World War surplus,Isolated,None,Elite,last online 23 hours ago,rankings.php?subregion=saf,Lithuanian Coalition,$320 million,alliancestats.php?allianceid=1966,Southern Africa,Untapped,None,,http://blocgame.com/rankings.php?subregion=saf,19602 km 2,http://blocgame.com/stats.php?id=61570,,
Americka,Austin Snell,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 72 hours ago,rankings.php?subregion=waf,,$312 million,,West Africa,Untapped,None,,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=61517,316 Mbbl,
Atter,Attercop,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 26 hours ago,rankings.php?subregion=egy,,$318 million,,Egypt,Untapped,None,,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=61581,1743 Mbbl,
Kahn,Genghis Kahn,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 38 hours ago,rankings.php?subregion=chi,,$315 million,,China,Untapped,None,,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61567,,
