country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,oil_prod,gdp,alliance/_source,oil_reserves,region/_text,manpower,airforce,region,territory,pageUrl,uranium
San-Guan,Spencer Martin,,11k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 35 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$311 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,19800 km 2,http://blocgame.com/stats.php?id=51057,
Staxania,Charles IV,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 19 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,1 Mbbl per month,$311 million,,186 Mbbl; 1 Mbbl,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=51433,
Arab Egypt,Ewais,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 36 hours ago,rankings.php?subregion=egy,,3 Hundred Tons per month,2 Mbbl per month,$311 million,,2 Mbbl,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=53063,
The Silver Hand,Morladim,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 7 hours ago,rankings.php?subregion=pac,,4 Hundred Tons per month,1 Mbbl per month,$311 million,,229 Mbbl; 1 Mbbl,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=56161,
Parameswara,brownmy,http://blocgame.com/alliancestats.php?allianceid=2049,15k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 10 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,2 Hundred Tons per month,,$311 million,alliancestats.php?allianceid=2049,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,19799 km 2,http://blocgame.com/stats.php?id=56360,
Burlmenia,Nathan Barlow,http://blocgame.com/alliancestats.php?allianceid=2038,31k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 14 hours ago,rankings.php?subregion=ama,Che Guevara League,3 Hundred Tons per month,,$311 million,alliancestats.php?allianceid=2038,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=57957,
Jumbonesia,Napalm Caesar,http://blocgame.com/alliancestats.php?allianceid=2039,36k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 12 hours ago,rankings.php?subregion=pac,The High Council,8 Hundred Tons per month,,$311 million,alliancestats.php?allianceid=2039,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20398 km 2,http://blocgame.com/stats.php?id=58350,
M�rg,albertps,http://blocgame.com/alliancestats.php?allianceid=2059,28k active personnel,0 ships,Finest of the 19th century,Good,None,Poor,online now,rankings.php?subregion=ind,The United Nations,7 Hundred Tons per month,4 Mbbl per month,$311 million,alliancestats.php?allianceid=2059,52 Mbbl; 4 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=58356,
New Gensokyo,_Rice,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 30 hours ago,rankings.php?subregion=pac,,3 Hundred Tons per month,1 Mbbl per month,$311 million,,1 Mbbl,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=59915,
Malaya Grampus,akifzainal,http://blocgame.com/alliancestats.php?allianceid=2044,30k active personnel,0 ships,Finest of the 19th century,Good,None,Poor,last online 8 hours ago,rankings.php?subregion=ind,Aseang MMP,4 Hundred Tons per month,1 Mbbl per month,$311 million,alliancestats.php?allianceid=2044,370 Mbbl; 1 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60469,
bakhang,cukobi,http://blocgame.com/alliancestats.php?allianceid=2044,31k active personnel,0 ships,First World War surplus,Good,None,Elite,online now,rankings.php?subregion=atl,Aseang MMP,4 Hundred Tons per month,2 Mbbl per month,$311 million,alliancestats.php?allianceid=2044,124 Mbbl; 2 Mbbl,Atlas,Untapped,Small,http://blocgame.com/rankings.php?subregion=atl,20398 km 2,http://blocgame.com/stats.php?id=60485,
Losong,Hafirus,http://blocgame.com/alliancestats.php?allianceid=2044,30k active personnel,0 ships,First World War surplus,Good,1 factory,Elite,last online 1 hours ago,rankings.php?subregion=pac,Aseang MMP,5 Hundred Tons per month,5 Mbbl per month,$311 million,alliancestats.php?allianceid=2044,135 Mbbl; 5 Mbbl,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=60570,
Tanus,Hoovytaurus,http://blocgame.com/alliancestats.php?allianceid=2048,24k active personnel,0 ships,First World War surplus,Questionable,None,Elite,online now,rankings.php?subregion=car,Brotherhood of Zion,2 Hundred Tons per month,,$311 million,alliancestats.php?allianceid=2048,,Caribbean,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=car,20200 km 2,http://blocgame.com/stats.php?id=61059,
Batu putih,Harzan,,20k active personnel,0 ships,Finest of the 19th century,Good,1 factory,Standard,last online 1 hours ago,rankings.php?subregion=ind,,4 Hundred Tons per month,2 Mbbl per month,$311 million,,497 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61926,
Asiana,El_Xanatos,http://blocgame.com/alliancestats.php?allianceid=2039,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 1 hours ago,rankings.php?subregion=sea,The High Council,5 Hundred Tons per month,1 Mbbl per month,$311 million,alliancestats.php?allianceid=2039,1 Mbbl,Indochina,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sea,20203 km 2,http://blocgame.com/stats.php?id=62221,
Artoria,Mason,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 35 hours ago,rankings.php?subregion=pac,,3 Hundred Tons per month,,$311 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62302,
Triscaria,Triv455,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 28 hours ago,rankings.php?subregion=con,,2 Hundred Tons per month,,$311 million,,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=62313,
Bananarama,Violet raccoon,http://blocgame.com/alliancestats.php?allianceid=2049,31k active personnel,0 ships,First World War surplus,Good,None,Good,last online 26 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,3 Hundred Tons per month,2 Mbbl per month,$311 million,alliancestats.php?allianceid=2049,2155 Mbbl; 2 Mbbl,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,20200 km 2,http://blocgame.com/stats.php?id=62710,
Dredd\\\'s,Dredd,http://blocgame.com/alliancestats.php?allianceid=2049,32k active personnel,0 ships,First World War surplus,Good,None,Standard,last online 1 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,3 Hundred Tons per month,4 Mbbl per month,$311 million,alliancestats.php?allianceid=2049,3378 Mbbl; 4 Mbbl,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=62798,
RT,Resi,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 37 hours ago,rankings.php?subregion=ama,,2 Hundred Tons per month,,$311 million,,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=62984,
the Haunted,thedrunkenarchitect,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 1 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,4 Hundred Tons per month,,$311 million,alliancestats.php?allianceid=2048,303 Mbbl,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=63020,
Malaysia.,Tuanku Adam Zhafri,http://blocgame.com/alliancestats.php?allianceid=2044,35k active personnel,0 ships,First World War surplus,Good,1 factory,Good,last online 2 hours ago,rankings.php?subregion=ind,Aseang MMP,3 Hundred Tons per month,2 Mbbl per month,$311 million,alliancestats.php?allianceid=2044,390 Mbbl; 2 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20300 km 2,http://blocgame.com/stats.php?id=63032,
lobai91,tokarab,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 4 hours ago,rankings.php?subregion=car,,3 Hundred Tons per month,2 Mbbl per month,$311 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=63061,
New Luzon,Chester E. Marquez,http://blocgame.com/alliancestats.php?allianceid=2045,33k active personnel,0 ships,First World War surplus,Good,None,Elite,online now,rankings.php?subregion=egy,The Order,3 Hundred Tons per month,1 Mbbl per month,$311 million,alliancestats.php?allianceid=2045,2157 Mbbl; 1 Mbbl,Egypt,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=63066,
RT News,Journalist Resi,http://blocgame.com/alliancestats.php?allianceid=2038,20k active personnel,0 ships,First World War surplus,Isolated,None,Elite,last online 10 hours ago,rankings.php?subregion=ama,Che Guevara League,3 Hundred Tons per month,,$311 million,alliancestats.php?allianceid=2038,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=63095,
fetiwert,raja adam iskandar,,18k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,online now,rankings.php?subregion=ind,,2 Hundred Tons per month,,$311 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=63124,
Mukhabaratia,YaBoiBashar,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 5 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$311 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=63137,
Platypus Island,Mark0Polo,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Good,last online 5 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,2 Mbbl per month,$311 million,,275 Mbbl,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=63187,
The 69th Reich,BernieDidNothingWrong,,8k active personnel,0 ships,Finest of the 19th century,Questionable,None,Standard,last online 3 hours ago,rankings.php?subregion=ara,,3 Hundred Tons per month,1 Mbbl per month,$311 million,,1434 Mbbl,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=63309,
Vonozola,fnox,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 15 hours ago,rankings.php?subregion=gra,,2 Hundred Tons per month,,$310 million,,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=189,
stormageddon,striller,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 26 hours ago,rankings.php?subregion=sub,,2 Hundred Tons per month,,$310 million,,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=364,
Rome Reloaded,Tiberius Ceaser,http://blocgame.com/alliancestats.php?allianceid=2064,31k active personnel,0 ships,First World War surplus,Normal,1 factory,Good,last online 1 hours ago,rankings.php?subregion=mes,SPQR,4 Hundred Tons per month,2 Mbbl per month,$310 million,alliancestats.php?allianceid=2064,3225 Mbbl,Mesopotamia,Plentiful,None,http://blocgame.com/rankings.php?subregion=mes,19799 km 2,http://blocgame.com/stats.php?id=1421,
New Caucasus,Cotton Luther,http://blocgame.com/alliancestats.php?allianceid=2048,39k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 1 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,2 Hundred Tons per month,,$310 million,alliancestats.php?allianceid=2048,,Southern Africa,Untapped,Small,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=4392,
WUBstep,WUBstep,http://blocgame.com/alliancestats.php?allianceid=2049,20k active personnel,0 ships,First World War surplus,Normal,None,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,11 Hundred Tons per month,7 Mbbl per month,$310 million,alliancestats.php?allianceid=2049,4598 Mbbl; 7 Mbbl,Persia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=per,20200 km 2,http://blocgame.com/stats.php?id=39023,
argentina,argentina,http://blocgame.com/alliancestats.php?allianceid=2038,35k active personnel,0 ships,First World War surplus,Questionable,None,Good,last online 1 hours ago,rankings.php?subregion=car,Che Guevara League,14 Hundred Tons per month,1 Mbbl per month,$310 million,alliancestats.php?allianceid=2038,456 Mbbl,Caribbean,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=39074,
Snowgoons,TPDonut,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 15 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$310 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=40220,
Esmair,muffjin,http://blocgame.com/alliancestats.php?allianceid=2045,26k active personnel,0 ships,Finest of the 19th century,Good,1 factory,Good,last online 2 hours ago,rankings.php?subregion=sea,The Order,5 Hundred Tons per month,1 Mbbl per month,$310 million,alliancestats.php?allianceid=2045,349 Mbbl,Indochina,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=40882,
Agency,/k/altsin,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 15 hours ago,rankings.php?subregion=pac,,3 Hundred Tons per month,,$310 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=41378,
Artoquas,Dr. Quaz,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 20 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$310 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=41429,
Volpone,Dodes,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 15 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,,$310 million,,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=41445,
Kulu,Dragonknight,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 19 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$310 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=43537,
Pie,bunny232,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 22 hours ago,rankings.php?subregion=egy,,3 Hundred Tons per month,1 Mbbl per month,$310 million,,6938 Mbbl; 1 Mbbl,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=43666,
NW Territory,mmuszynski,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 15 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,,$310 million,,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=44671,
Para,Paradiziac,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 15 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$310 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=45380,
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=2039,18k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 6 hours ago,rankings.php?subregion=ama,The High Council,4 Hundred Tons per month,1 Mbbl per month,$310 million,alliancestats.php?allianceid=2039,1 Mbbl,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=45846,
YourMom,darktanis,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 20 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$310 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=47091,
Lexicanum,eb11,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 15 hours ago,rankings.php?subregion=sub,,2 Hundred Tons per month,,$310 million,,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=48166,
Bananama,Tokajima,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 15 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$310 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=49257,
Khebabistan,Khebab,,9k active personnel,0 ships,Finest of the 19th century,Normal,None,Elite,last online 10 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,5 Mbbl per month,$310 million,,3050 Mbbl; 5 Mbbl,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,19602 km 2,http://blocgame.com/stats.php?id=51401,
Rosmansor,Dr Mahathir,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 18 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$310 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=51616,
Dovelantis,Kenneth Hon,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 25 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$310 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=51767,
Cigars,El Caballo,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 22 hours ago,rankings.php?subregion=car,Brotherhood of Zion,2 Hundred Tons per month,,$310 million,alliancestats.php?allianceid=2048,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=52087,
Sqynet,robosax,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 6 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,5 Hundred Tons per month,,$310 million,alliancestats.php?allianceid=2048,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=52255,
Wladimiria,Estagon,http://blocgame.com/alliancestats.php?allianceid=2050,36k active personnel,0 ships,Finest of the 19th century,Questionable,None,Good,online now,rankings.php?subregion=mes,Divine League,3 Hundred Tons per month,2 Mbbl per month,$310 million,alliancestats.php?allianceid=2050,3506 Mbbl,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,20398 km 2,http://blocgame.com/stats.php?id=52318,
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=2049,39k active personnel,0 ships,First World War surplus,Normal,None,Good,last online 1 hours ago,rankings.php?subregion=per,Brotherhood of Nod,8 Hundred Tons per month,7 Mbbl per month,$310 million,alliancestats.php?allianceid=2049,3882 Mbbl; 7 Mbbl,Persia,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=per,20788 km 2,http://blocgame.com/stats.php?id=52362,
Wadia,IamBlaze,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 25 hours ago,rankings.php?subregion=ama,,2 Hundred Tons per month,,$310 million,,465 Mbbl,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=52646,
Subcon,Sybalus,http://blocgame.com/alliancestats.php?allianceid=2049,34k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 38 hours ago,rankings.php?subregion=eaf,Brotherhood of Nod,2 Hundred Tons per month,,$310 million,alliancestats.php?allianceid=2049,96 Mbbl,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=53099,
Best Girl,Asuka Soryu,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 16 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$310 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=55764,
Babil,Nasir Al-Halabi,,16k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 16 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$310 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,19800 km 2,http://blocgame.com/stats.php?id=55855,
Kraslingrad,midgester222,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 22 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$310 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=56670,
Rising Sun,lordeski,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 25 hours ago,rankings.php?subregion=pac,,3 Hundred Tons per month,,$310 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=57267,
Cecoe,JamesK,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 15 hours ago,rankings.php?subregion=con,,2 Hundred Tons per month,,$310 million,,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=57441,
Burro,DelBurroJuan,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 14 hours ago,rankings.php?subregion=ama,,2 Hundred Tons per month,1 Mbbl per month,$310 million,,1 Mbbl,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=57494,
Einkoff,Aceplayer,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 17 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$310 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=57563,
Apokalyptom,Luakoo,,12k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 2 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$310 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,19602 km 2,http://blocgame.com/stats.php?id=58585,
Reikland,Karl-Franz I,http://blocgame.com/alliancestats.php?allianceid=2039,29k active personnel,0 ships,First World War surplus,Good,None,Elite,online now,rankings.php?subregion=per,The High Council,4 Hundred Tons per month,4 Mbbl per month,$310 million,alliancestats.php?allianceid=2039,6441 Mbbl; 4 Mbbl,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=58781,
Isackingz,Isack Militoniyers,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 14 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$310 million,,120 Mbbl,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=58865,
pulunia,redwhite,,18k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 27 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$310 million,,473 Mbbl,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=59298,
chayolova,missdiana,,5k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 21 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,,$310 million,,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,19602 km 2,http://blocgame.com/stats.php?id=59600,
Puncak Alam,Abg Ami,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 26 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,,$310 million,,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=60373,
Malaysiastan,Pussiepounder,http://blocgame.com/alliancestats.php?allianceid=2049,44k active personnel,0 ships,Finest of the 19th century,Questionable,None,Good,last online 1 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,4 Hundred Tons per month,2 Mbbl per month,$310 million,alliancestats.php?allianceid=2049,74 Mbbl; 2 Mbbl,Indochina,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sea,20400 km 2,http://blocgame.com/stats.php?id=60911,
Merchandise,HappyMerchant,,31k active personnel,0 ships,First World War surplus,Normal,None,Good,last online 6 hours ago,rankings.php?subregion=mes,,6 Hundred Tons per month,5 Mbbl per month,$310 million,,3076 Mbbl; 5 Mbbl,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,20561 km 2,http://blocgame.com/stats.php?id=61572,
Novorum,Novorum,http://blocgame.com/alliancestats.php?allianceid=2045,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 4 hours ago,rankings.php?subregion=pac,The Order,4 Hundred Tons per month,,$310 million,alliancestats.php?allianceid=2045,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61987,
melakar raya,coin,,31k active personnel,0 ships,First World War surplus,Good,None,Good,last online 1 hours ago,rankings.php?subregion=sub,,6 Hundred Tons per month,4 Mbbl per month,$310 million,,410 Mbbl; 4 Mbbl,The Subcontinent,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=62446,
Addin-territory,Addin,http://blocgame.com/alliancestats.php?allianceid=2044,12k active personnel,0 ships,Finest of the 19th century,Isolated,None,Elite,last online 2 hours ago,rankings.php?subregion=car,Aseang MMP,4 Hundred Tons per month,1 Mbbl per month,$310 million,alliancestats.php?allianceid=2044,113 Mbbl; 1 Mbbl,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62712,
Derse Moon,Jack Noir,http://blocgame.com/alliancestats.php?allianceid=2045,27k active personnel,0 ships,First World War surplus,Good,None,Elite,online now,rankings.php?subregion=egy,The Order,5 Hundred Tons per month,5 Mbbl per month,$310 million,alliancestats.php?allianceid=2045,1753 Mbbl; 5 Mbbl,Egypt,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=egy,20396 km 2,http://blocgame.com/stats.php?id=62965,
Digbit,cmc24,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 18 hours ago,rankings.php?subregion=gra,,2 Hundred Tons per month,,$310 million,,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=63004,
